winery,wine,year,rating,num_review,region,price,type,grapes
Muñana,Delirio Merlot Roble 2015,2015,"3,6",133,España / Andalucía,"10,56",Vino tinto,Merlot
Canopy,Castillo de Belarfonso Mentrida 2018,2018,"3,8",180,España / Castilla / Méntrida,"8,75",Vino tinto,100 % de Garnacha
Bodega Ca'n Verdura,Binissalem-Mallorca Tomeu Llabres 2021,2021,"3,9",53,España / Islas Baleares / Mallorca / Binissalem-Mallorca,"11,30",Vino tinto,"Merlot, Monastrell, Callet, Manto Negro"
Can Bas,P3 Xarel-lo 2018,2018,"3,9",113,España / Cataluña / Penedès,"16,75",Vino blanco,Xarel-lo
Enate,Uno Tinto 2010,2010,"4,6",34,España / Aragón / Somontano,"129,90",Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Merlot"
Bodega Otazu,Otazu Merlot Rosado 2020,2020,"3,8",71,España / Navarra,"9,10",Vino rosado,100 % de Merlot
Bodegas Mauro,Godello Blanco 2017,2017,"4,3",192,España / Castilla y León / Bierzo,"87,70",Vino blanco,100 % de Godello
Nuviana,Chardonnay 2019,2019,"3,8",823,España / Aragón / Valle del Cinca,"3,95",Vino blanco,100 % de Chardonnay
Viña Zorzal,Nat Cool Graciano 2020,2020,"3,7",28,España / Navarra,"15,90",Vino tinto,100 % de Graciano
Artífice,Tinto 2018,2018,"3,5",124,España / Islas Canarias,"21,30",Vino tinto,Listan Negro
Attis,Xión Albariño 2020,2020,"4,0",131,España / Galicia / Rías Baixas,"10,45",Vino blanco,Albariño
Familia Torres,Viña Esmeralda 2021,2021,"3,9",768,España / Cataluña,"6,90",Vino blanco,100 % de Gewürztraminer
Clos Mogador,Com Tu 2016,2016,"4,1",308,España / Cataluña / Tarragona / Montsant,"34,90",Vino tinto,100 % de Grenache
Castillo Perelada,Monastrell - Syrah Finca Espolla 2018,2018,"4,2",55,España / Cataluña / Empordà,"13,90",Vino tinto,"65 % de Shiraz/Syrah, 35 % de Monastrell"
Bodegas Mauro,VS 2013,2013,"4,5",512,España / Castilla y León,155,Vino tinto,100 % de Tempranillo
Romate,Oloroso Sherry N.V.,8347,"3,4",115,España / Andalucía / Jerez-Xérès-Sherry / Jerez Oloroso,,Vino fortificado,Palomino
Macià Batle,Collecció Privada 2016,2016,"4,1",66,España / Islas Baleares / Mallorca,"25,75",Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Merlot, Manto Negro"
Alonso del Yerro,Ribera del Duero 2011,2011,"4,0",977,España / Castilla y León / Ribera del Duero,"22,75",Vino tinto,100 % de Tinto Fino
Peñamonte,5 Meses en Barrica 2018,2018,"3,4",49,España / Castilla y León,"5,90",Vino tinto,100 % de Tinta de toro
OM Oliver Moragues,OM Selecció Especial 2018,2018,"4,2",63,España / Islas Baleares / Mallorca,"35,81",Vino tinto,"Shiraz/Syrah, Merlot, Manto Negro"
Clos Erasmus,Laurel 2009,2009,"4,2",52,España / Cataluña / Priorato,"37,85",Vino tinto,Cabernet Sauvignon
AT Roca,Anima Mundi Camí dels Xops 2021,2021,"4,0",38,España / Cataluña / Penedès,"14,50",Vino espumoso,"Macabeo, Xarel-lo"
Pazo de Valdeconde,Setembro Branco 2019,2019,"3,6",28,España / Galicia,"7,65",Vino blanco,"Treixadura, Albariño, Godello"
Losada,La Bienquerida 2008,2008,"4,1",197,España / Castilla y León / Bierzo,"37,45",Vino tinto,100 % de Mencia
Altún,Albiker 2018,2018,"3,6",68,España / Rioja,"6,90",Vino tinto,"95 % de Tempranillo, 5 % de Viura"
Rafael Palacios,Louro Godello 2018,2018,"4,1",1310,España / Galicia / Valdeorras,"17,45",Vino blanco,"Godello, Treixadura"
Marques de Mundaiz,Rioja Crianza 2018,2018,"3,6",57,España / Rioja,"6,45",Vino tinto,Tempranillo
Pago de Los Capellanes,Parcela El Nogal Tinto 2014,2014,"4,5",1168,España / Castilla y León / Ribera del Duero,"40,91",Vino tinto,100 % de Tempranillo
Mas Perinet,Perinet + Plus 2004,2004,"4,4",87,España / Cataluña / Priorato,"54,05",Vino tinto,"Shiraz/Syrah, Carignan, Garnacha"
Bodega Badiola,L4GD4 Viñas Viejas 2018,2018,"4,1",94,España / Rioja / Rioja Alavesa,"24,90",Vino tinto,Tempranillo
Bodegas Frontonio,Field Blend Psicodélico 2020,2020,"3,5",26,España / Aragón / Valdejalón,"39,45",Vino tinto,Garnacha
Izadi,Rioja Larrosa 2020,2020,"3,8",180,España / Rioja,"6,94",Vino rosado,100 % de Garnacha
Epifanio Rivera,Erial Tradición Familia 2016,2016,"4,2",159,España / Castilla y León / Ribera del Duero,"19,95",Vino tinto,100 % de Tempranillo
Cosmic,Passió Marcelan 2016,2016,"3,8",44,España / Cataluña / Penedès,"18,30",Vino tinto,100 % de Marselan
Protos,Crianza 2015,2015,"4,0",4862,España / Castilla y León / Ribera del Duero,"33,90",Vino tinto,100 % de Tinta del Pais
Condado de Haza,Alenza Ribera del Duero Reserva 1997,1997,"4,1",46,España / Castilla y León / Ribera del Duero,"53,50",Vino tinto,Tempranillo
Ordóñez,Nisia Las Suertes Verdejo Old Vines 2016,2016,"4,1",241,España / Castilla y León / Rueda,"21,60",Vino blanco,100 % de Verdejo
Chozas Carrascal,Las Ocho (8) Tinto 2017,2017,"4,2",668,España / Valencia / Utiel-Requena,"16,90",Vino tinto,"Monastrell, Bobal, Garnacha Tinta, Shiraz/Syrah, Cabernet Sauvignon, Cabernet Franc, Merlot, Tempranillo"
Abel Mendoza Monge,Garnacha Blanco 2018,2018,"4,2",56,España / Rioja,"24,95",Vino blanco,Grenache Blanc
Quinta Sardonia,QS2 2016,2016,"4,1",539,España / Castilla y León,"21,55",Vino tinto,"60 % de Tinto Fino, 22 % de Cabernet Sauvignon, 11 % de Petit Verdot, 5 % de Shiraz/Syrah, 1 % de Cabernet Franc, 1 % de Malbec"
Remírez de Ganuza,María Remírez de Ganuza 2006,2006,"4,7",246,España / Rioja,"234,19",Vino tinto,"Tempranillo, Graciano"
Coma d'En Bonet,Dardell Tinto 2019,2019,"3,4",107,España / Cataluña / Terra Alta,"6,50",Vino tinto,"Shiraz/Syrah, Garnacha"
Pujanza,Hado 2015,2015,"3,8",480,España / Rioja,"10,95",Vino tinto,100 % de Tempranillo
Dominio de Pingus,PSI 2015,2015,"4,1",4452,España / Castilla y León / Ribera del Duero,"47,85",Vino tinto,100 % de Tinto Fino
Bodegas y Viñedos del Jalón,Alto Las Pizarras Viñas Viejas Garnacha 2011,2011,"3,6",118,España / Aragón / Calatayud,"18,90",Vino tinto,100 % de Grenache
Familia Torres,Pazo das Bruxas 2019,2019,"3,6",411,España / Galicia / Rías Baixas,"9,90",Vino blanco,100 % de Albariño
Chivite,Finca Le Gardeta Single Vineyard Garnacha 2018,2018,"3,7",92,España / Navarra,"14,25",Vino tinto,100 % de Garnacha
Perez Barquero,1905 Amontillado N.V.,3890,"4,0",76,España / Andalucía / Jerez-Xérès-Sherry / Jerez Amontillado,,Vino fortificado,Pedro Ximenez
Izadi,Larrosa Blanc 2020,2020,"3,8",43,España / Rioja,6,Vino blanco,100 % de Garnacha Blanca
Campo Viejo,Cava Gran Brut Reserva N.V.,3999,"3,6",10424,España / Cava,"7,95",Vino espumoso,"Macabeo, Xarel-lo, Parellada"
Nubori,Crianza 2016,2016,"3,7",115,España / Rioja,"8,60",Vino tinto,"90 % de Tempranillo, 5 % de Graciano, 5 % de Garnacha"
Bodegas Copaboca,Gorgorito Roble 2015,2015,"3,1",49,España / Castilla y León / Ribera del Duero,"7,50",Vino tinto,Tempranillo
Ramón Bilbao,Rioja Reserva (Tempranillo) 2010,2010,"3,8",2413,España / Rioja,"12,25",Vino tinto,Tempranillo
Bodegas Arraez,Vividor Bobal 2016,2016,"3,7",1368,España / Valencia / Utiel-Requena,"6,70",Vino tinto,100 % de Bobal
Mesta,Tempranillo 2020,2020,"3,5",612,España / Castilla / Uclés,"4,95",Vino tinto,100 % de Tempranillo
Vinyes dels Aspres,Xot Dels Aspres Blanc 2020,2020,"4,0",43,España / Cataluña / Empordà,"12,30",Vino blanco,"Picapoll Blanco, Sauvignon Blanc"
Castell del Remei,Garnatxa 2020,2020,"3,7",41,España / Cataluña / Costers del Segre,"13,25",Vino tinto,Garnacha Tinta
Valserrano,Rioja Gran Reserva 2015,2015,"4,1",49,España / Rioja,25,Vino tinto,Tempranillo
Garmón,Ribera del Duero 2018,2018,"4,3",382,España / Castilla y León / Ribera del Duero,"34,50",Vino tinto,100 % de Tempranillo
Dios Ares,Crianza 2012,2012,"3,5",592,Rioja,"7,95",Vino tinto,Tempranillo
Palacio de Villachica,Crianza 2016,2016,"4,1",107,España / Castilla y León / Toro,"12,75",Vino tinto,100 % de Tinta de toro
La Mejorada,Villalar 2018,2018,"3,5",52,España / Castilla y León,"8,08",Vino tinto,100 % de Tempranillo
Luis Cañas,Finca El Palacio 2017,2017,"4,2",28,España / Rioja / Rioja Alavesa,"49,20",Vino tinto,Tempranillo
Bodegas El Sequé,El Sequé 2007,2007,"3,9",68,España / Valencia / Alicante,"20,90",Vino tinto,Monastrell
Balbas,Ribera del Duero Crianza 2018,2018,"4,0",41,España / Castilla y León / Ribera del Duero,"21,25",Vino tinto,"Cabernet Sauvignon, Tempranillo"
Marqués de la Concordia,MM Reserva de la Familia Brut Nature 2018,2018,"3,7",41,España / Cava,"6,90",Vino espumoso,"30 % de Chardonnay, 25 % de Macabeo, 25 % de Parellada, 20 % de Xarel-lo"
Vallformosa,Col·lecció Brut Reserva 2018,2018,"3,8",58,España / Cava,"10,15",Vino espumoso,"Xarel-lo, Parellada, Chardonnay, Macabeo"
Gramona,Cava Celler Batlle 2011,2011,"4,4",98,España / Cava,62,Vino espumoso,"Macabeo, Xarel-lo"
Muga,Muga Blanco 2020,2020,"3,8",847,España / Rioja,12,Vino blanco,100 % de Viura
Artadi,El Carretil 2015,2015,"4,5",73,España / Vino de España,"143,51",Vino de España,100 % de Tempranillo
Baron de Ley,Rioja Club De Ley 2016,2016,"3,6",29,España / Rioja,"17,60",Vino tinto,100 % de Tempranillo
Celler Masroig,Les Sorts Vinyes Velles 2018,2018,"4,0",111,España / Cataluña / Tarragona / Montsant,"15,25",Vino tinto,"90 % de Cariñena, 10 % de Garnacha"
Artífice,Listán Blanco de Canarias 2018,2018,"3,8",97,España / Islas Canarias / Ycoden-Daute-Isora,"46,75",Vino blanco,Palomino
Bodegas Piedemonte,Reserva 2015,2015,"3,6",160,España / Navarra,"12,95",Vino tinto,"56 % de Cabernet Sauvignon, 40 % de Merlot, 4 % de Tempranillo"
Dehesa de Luna,Orígenes 2017,2017,"3,8",276,España / Castilla y León,"8,20",Vino tinto,"Shiraz/Syrah, Merlot, Tempranillo, Cabernet Sauvignon"
Montecillo,Rioja Gran Reserva 1995,1995,"4,0",38,España / Rioja,"18,50",Vino tinto,Tempranillo
Matarromera,Melior Verdejo 2021,2021,"3,6",82,España / Castilla y León / Rueda,"6,25",Vino blanco,Verdejo
Bodegas Castelo de Medina,FB Verdejo 2018,2018,"3,9",41,España / Castilla y León / Rueda,12,Vino blanco,Verdejo
Señorío de San Vicente,San Vicente Rioja 2014,2014,"4,3",834,España / Rioja,"42,70",Vino tinto,100 % de Tempranillo
Segura Viudas,Xarel-lo 2018,2018,"3,4",173,España / Cataluña / Penedès,"5,95",Vino blanco,Xarel-lo
Emilio Moro,Malleolus de Valderramiro 2018,2018,"4,6",151,España / Castilla y León / Ribera del Duero,85,Vino tinto,100 % de Tinto Fino
Bodegas Valdemar,Conde de Valdemar Reserva 2007,2007,"3,7",562,España / Rioja,"10,85",Vino tinto,"Garnacha, Tempranillo, Mazuelo, Graciano"
Toro Albalá,Marqués de Poley Amontillado Selección 1951 1951,1951,"4,4",54,España / Andalucía / Montilla-Moriles,"172,90",Vino fortificado,100 % de Pedro Ximenez
Celler Aixalà Alcait,Pardelasses 2016,2016,"4,1",170,España / Cataluña / Priorato,"16,50",Vino tinto,"Cariñena, Garnacha"
Barco del Corneta,Cucú Verdejo 2020,2020,"3,8",94,España / Castilla y León,"9,35",Vino blanco,100 % de Verdejo
Nubori,Verdejo 2020,2020,"3,7",38,España / Castilla y León / Rueda,"7,10",Vino blanco,Verdejo
Martúe,Especial Campo de la Guardia 2017,2017,"3,7",49,España / Castilla / Campo de la Guardia,"14,10",Vino tinto,"40 % de Shiraz/Syrah, 19 % de Cabernet Sauvignon, 18 % de Petit Verdot, 17 % de Malbec, 6 % de Merlot"
Valdesil,Godello Sobre Lias 2010,2010,"3,6",40,España / Galicia / Valdeorras,"13,20",Vino blanco,Godello
Raventós i Blanc,De La Finca 2012,2012,"3,9",422,España / Cataluña / Penedès,"42,50",Vino espumoso,"Parellada, Macabeo, Xarel-lo"
Agusti Torello Mata,Cava Reserva Brut 2018,2018,"3,9",286,España / Cava,"10,49",Vino espumoso,"37 % de Parellada, 35 % de Macabeo, 28 % de Xarel-lo"
Viña Meín,O Gran Meín Blanco 2019,2019,"4,1",32,España / Galicia / Ribeiro,"22,52",Vino blanco,"Albariño, Torrontés, Loureiro, Caiño Blanco, Godello, Treixadura, Lado"
Costerduo,Tinto 2016,2016,"4,2",115,España / Cataluña / Priorato,"22,25",Vino tinto,"Garnacha, Cariñena"
Antonio Montero,De Finca Treixadura 2018,2018,"4,1",29,España / Vino de España,13,Vino de España,Treixadura
Valderiz,Tomás Esteban 2011,2011,"4,4",58,España / Castilla y León / Ribera del Duero,"68,99",Vino tinto,100 % de Tempranillo
Belondrade,Belondrade y Lurton 2015,2015,"4,3",1237,España / Castilla y León / Rueda,"105,95",Vino blanco,100 % de Verdejo
Cuatro Rayas,Viñedos Centenarios Sobre Lias Verdejo 2020,2020,"3,7",149,España / Castilla y León / Rueda,"8,70",Vino blanco,100 % de Verdejo
Bodegas Frontonio,El Jardín de las Iguales Viñedo Historic Macabeo 2016,2016,"4,6",31,España / Aragón / Valdejalón,"174,90",Vino blanco,100 % de Macabeo
R. López de Heredia,Viña Cubillo 2009,2009,"3,9",1872,España / Rioja / Rioja Alta,"14,25",Vino tinto,"Garnacha, Tempranillo, Mazuelo, Graciano"
Telmo Rodriguez,Gazur 2019,2019,"3,6",266,España / Castilla y León / Ribera del Duero,"9,75",Vino tinto,100 % de Tinto Fino
Intuición,Sauvignon Blanc 2020,2020,"4,0",157,España / Castilla y León,"11,95",Vino blanco,Sauvignon Blanc
Josep Grau Viticultor,Figuerals Garnatxa 2016,2016,"4,2",29,España / Cataluña / Tarragona / Montsant,"31,45",Vino tinto,Grenache
Vinos del Viento - Michael Cooper,Seleccion Especial Cariñena 2015,2015,"4,0",55,España / Aragón / Cariñena,"12,90",Vinos del Viento - Michael Cooper,"85 % de Cariñena, 15 % de Shiraz/Syrah"
Inurrieta,Cuatrocientos Crianza 2018,2018,"3,9",336,España / Navarra,"7,70",Vino tinto,"Merlot, Graciano, Garnacha, Shiraz/Syrah, Cabernet Sauvignon"
Castaño,Casa Cisca Monastrell 2011,2011,"4,2",424,España / Murcia / Yecla,"35,20",Vino tinto,Monastrell
Tomàs Cusiné,Finca Barqueres Carignan 2016,2016,"4,2",186,España / Cataluña / Costers del Segre,"22,90",Vino tinto,Carignan
Descendientes de J. Palacios,Las Lamas Bierzo (Corullón) 2003,2003,"4,2",27,España / Castilla y León / Bierzo,"124,90",Vino tinto,Mencia
Torremorón,Tempranillo 2020,2020,"3,8",176,España / Castilla y León / Ribera del Duero,"7,15",Vino tinto,100 % de Tempranillo
Bodega Cerrón,Remordimiento Tinto 2020,2020,"3,9",77,España / Murcia / Jumilla,"9,90",Vino tinto,"85 % de Monastrell, 15 % de Shiraz/Syrah"
Benito Santos,Albariño 2020,2020,"3,8",44,España / Galicia / Rías Baixas,"10,70",Vino blanco,Albariño
La Maldita,Garnacha 2019,2019,"3,7",1265,España / Rioja,"5,65",Vino tinto,100 % de Garnacha
Coca i Fitó,Tolo do Xisto 2015,2015,"3,8",232,España / Galicia / Ribeira Sacra,"15,50",Vino tinto,100 % de Mencia
Allende,Calvario Rioja 2004,2004,"4,3",154,España / Rioja,"94,20",Vino tinto,100 % de Tempranillo
Ca N'Estruc,Blanc 2021,2021,"3,3",25,España / Cataluña,"7,90",Vino blanco,100 % de Xarel-lo
Portal del Montsant,Santes Negre Sustainable Vineyards 2019,2019,"3,6",418,España / Cataluña / Tarragona / Montsant,"7,25",Vino tinto,"32 % de Garnacha, 28 % de Merlot, 21 % de Cabernet Sauvignon, 18 % de Tempranillo, 1 % de Shiraz/Syrah"
Vinyes dels Aspres,Negre dels Aspres Criança 2017,2017,"4,1",164,España / Cataluña / Empordà,"18,55",Vino tinto,"Merlot, Carignan, Shiraz/Syrah, Cabernet Sauvignon, Grenache"
Tamaral,Ribera del Duero Reserva 2014,2014,"3,9",312,España / Castilla y León / Ribera del Duero,"20,50",Vino tinto,Tempranillo
Nin-Ortiz,Selma de Nin Blanco 2017,2017,"4,2",33,España / Cataluña,"63,95",Vino blanco,"Roussanne, Marsanne, Chenin Blanc, Xarel-lo"
Jaume Serra,Cava Brut Nature N.V.,3139,"3,2",4672,España / Cava,"3,70",Vino espumoso,100 % de Chardonnay
Breca,Garnacha 2017,2017,"3,8",1029,España / Aragón / Calatayud,"12,45",Vino tinto,100 % de Garnacha
Mar de Envero,Volandia 2017,2017,"4,1",32,España / Galicia / Ribeira Sacra,"18,50",Vino tinto,100 % de Mencia
Pagos del Rey,Pago de Fuentecojo Tempranillo 2018,2018,"3,9",74,España / Castilla y León / Ribera del Duero,"17,19",Vino tinto,Tempranillo
La Purisima,Monastrell 2020,2020,"3,6",40,España / Murcia / Yecla,"4,95",Vino tinto,Monastrell
Viñedos Hermanos Hernáiz,Finca La Emperatriz Terruño 2014,2014,"4,0",138,España / Rioja / Rioja Alta,19,Vino tinto,100 % de Tempranillo
Gómez Cruzado,Reserva 2011,2011,"4,0",759,España / Rioja,"16,80",Vino tinto,100 % de Tempranillo
Bodegas Valduero,Ribera Del Duero Gran Reserva 2012,2012,"3,9",35,España / Castilla y León / Ribera del Duero,"82,45",Vino tinto,Tinto Fino
Alta Alella,Tallarol 2019,2019,"3,7",164,España / Cataluña / Alella,"12,35",Vino blanco,Xarel-lo
Remírez de Ganuza,Trasnocho 2015,2015,"4,5",63,España / Rioja,"84,25",Vino tinto,100 % de Tempranillo
Viñedos Hermanos Hernáiz,Finca La Emperatriz El Jardín de La Emperatriz Blanco 2020,2020,"3,8",48,España / Rioja / Rioja Alta,"8,50",Vino blanco,100 % de Viura
Clos Montblanc,Únic Syrah 2018,2018,"4,0",30,España / Cataluña / Conca de Barberà,"10,50",Vino tinto,Shiraz/Syrah
Cuatro Rayas,Verdejo Viñas Viejas 1935 2021,2021,"3,8",38,España / Castilla y León / Rueda,"7,90",Vino blanco,100 % de Verdejo
Palacios Remondo,Propiedad Rioja 2019,2019,"4,1",172,España / Rioja,"24,89",Vino tinto,100 % de Garnacha
Bodegas Mas Alta,La Creu Alta 2017,2017,"4,6",47,España / Cataluña / Priorato,"87,95",Vino tinto,"Grenache, Carignan"
Dominio del Urogallo,La Fanfarria Blanco 2018,2018,"3,8",26,España / Asturias,"11,90",Vino blanco,"Albillo, Albarin Blanco"
Fernando de Castilla,Classic Sweet Cream Sherry N.V.,3411,"4,1",123,España / Andalucía / Jerez-Xérès-Sherry,"15,99",Vino fortificado,Palomino
Familia Conesa,Viña Consolación Roble 2020,2020,"3,6",64,España / Castilla,"11,95",Vino tinto,Tempranillo
Godeval,Cepas Vellas Godello 2020,2020,"4,2",207,España / Galicia / Valdeorras,"18,46",Vino blanco,100 % de Godello
Vinyes Domenech,Teixar 2010,2010,"4,2",144,España / Cataluña / Tarragona / Montsant,"49,08",Vino tinto,Garnacha Peluda
Sierra Cantabria,Selección 2018,2018,"3,7",133,España / Rioja,"6,95",Vino tinto,100 % de Tempranillo
Suertes del Marqués,Candio Listan Negro Cordón Trenzado 2014,2014,"3,8",104,España / Islas Canarias / Valle de la Orotava,"24,01",Vino tinto,100 % de Listan Negro
Protos,Verdejo Reserva 2018,2018,"3,8",94,Rueda,"19,75",Vino blanco,100 % de Verdejo
La Rioja Alta,Rioja Gran Reserva 904 1992,1992,"4,2",105,España / Rioja,"51,50",Vino tinto,"Tempranillo, Graciano"
Hoya de Cadenas,Cava Brut N.V.,7360,"3,6",543,España / Cava,"5,99",Vino espumoso,"Chardonnay, Macabeo"
Azpilicueta,Origen Crianza 2019,2019,"3,9",129,España / Rioja,"10,95",Vino tinto,Tempranillo
Tentenublo,Escondite del Ardacho Las Guillermas 2015,2015,"4,1",41,España / Rioja,"43,90",Vino tinto,"Tempranillo, Viura"
Bodega Pirineos,Montesierra White Blend 2020,2020,"3,5",26,España / Aragón / Somontano,"4,54",Vino blanco,"Chardonnay, Gewürztraminer, Macabeo"
Singulares,Entrelobos Tinto Fino Ribera del Duero 2020,2020,"3,6",25,España / Castilla y León / Ribera del Duero,"8,64",Vino tinto,100 % de Tinto Fino
Marqués de Griñon,Svmma Varietalis Red Blend (Summa) 2018,2018,"4,1",70,España / Castilla / Dominio de Valdepusa,"17,24",Vino tinto,100 % de Cabernet Sauvignon
La Vinyeta,Puntiapart 2017,2017,"4,0",207,España / Cataluña / Empordà,"14,67",Vino tinto,100 % de Cabernet Sauvignon
Rectoral de Amandi,Matilda Nieves Mencia 2020,2020,"3,9",425,España / Galicia / Ribeira Sacra,"10,90",Vino tinto,100 % de Mencia
Enate,Gewürztraminer 2020,2020,"3,8",214,España / Aragón / Somontano,"10,83",Vino blanco,100 % de Gewürztraminer
Bodegas Al Zagal,Rey Zagal Crianza 2011,2011,"3,8",25,España / Andalucía,"10,95",Vino tinto,"Cabernet Sauvignon, Tempranillo"
Viñedos Hermanos Hernáiz,Finca La Emperatriz Parcela No. 1 2010,2010,"3,8",81,España / Rioja,30,Vino tinto,Tempranillo
Celler Piñol,Portal (Nuestra Senora) 2018,2018,"3,6",54,España / Cataluña / Terra Alta,"10,21",Vino tinto,"Shiraz/Syrah, Cariñena, Garnacha"
Condado de Haza,Alenza Ribera del Duero Gran Reserva 2006,2006,"4,3",683,España / Castilla y León / Ribera del Duero,70,Vino tinto,100 % de Tempranillo
Rioja Santiago,Crianza 2018,2018,"3,7",81,España / Rioja,"5,95",Vino tinto,"80 % de Tempranillo, 20 % de Garnacha"
Orben,Malpuesto 2014,2014,"4,1",293,España / Rioja,"30,13",Vino tinto,100 % de Tempranillo
Bodegas Grant,La Garrocha Amontillado Sherry N.V.,8778,"3,6",162,España / Andalucía / Jerez-Xérès-Sherry / Jerez Amontillado,,Vino fortificado,100 % de Palomino
Luzon,Finca Luzon 2020,2020,"3,5",49,España / Murcia / Jumilla,"6,95",Vino tinto,100 % de Monastrell
R. López de Heredia,Viña Tondonia Reserva 2010,2010,"4,3",938,España / Rioja,"32,90",Vino tinto,100 % de Tempranillo
Forjas del Salnés,Goliardo Espadeiro 2018,2018,"4,0",28,España / Galicia / Rías Baixas,"23,50",Vino tinto,100 % de Espadeiro
Loxarel,OPS Tinto 2019,2019,"3,8",67,España / Cataluña,"11,75",Vino tinto,Garnacha
Terra Remota,Camino 2018,2018,"4,0",226,España / Cataluña / Empordà,"15,40",Vino tinto,100 % de Garnacha Tinta
Martinet,Clos Martinet 2019,2019,"4,2",49,España / Cataluña / Priorato,"54,90",Vino tinto,100 % de Garnacha
Bernabeleva,Cantocuerdas Albillo 2016,2016,"3,5",94,España / Madrid,"16,90",Vino blanco,100 % de Albillo
Attis,Sangarida Godello 2021,2021,"3,7",38,España / Castilla y León / Bierzo,"11,50",Vino blanco,Godello
Bodegas Mauro,Terreus Paraje de Cueva Baja 2016,2016,"4,6",319,España / Castilla y León,"216,35",Vino tinto,100 % de Tempranillo
Remelluri,Rioja Reserva 1999,1999,"3,9",27,España / Rioja,"27,50",Vino tinto,Tempranillo
Mestres,Visol Gran Reserva Brut Nature 2014,2014,"4,0",67,España / Cava,"19,90",Vino espumoso,100 % de Xarel-lo
Alto Moncayo,Garnacha 2014,2014,"4,3",1559,España / Aragón / Campo de Borja,"74,94",Vino tinto,100 % de Grenache
Finca Valpiedra,Rioja Cantos de Valpiedra 2017,2017,"3,8",265,España / Rioja,"9,50",Vino tinto,100 % de Tempranillo
Bodegas Ochoa,Vendimia Tardía Moscatel 2019,2019,"4,3",98,España / Navarra,"11,90",Vino de postre,100 % de Moscatel de grano menudo
La Vinyeta,És Poma N.V.,5023,"3,8",112,España / Cataluña / Empordà,"15,50",Vino de postre,Garnacha
Clos Mogador,Manyetes 2017,2017,"4,4",68,España / Cataluña / Priorato,"59,90",Vino tinto,100 % de Cariñena
Ossian,Viñas Viejas Verdejo 2017,2017,"4,3",457,España / Castilla y León,42,Vino blanco,100 % de Verdejo
Campo Viejo,Ecológico 2020,2020,"3,7",39,España / Rioja,"5,90",Vino tinto,Tempranillo
Finca Albret,El Alba Chardonnay 2019,2019,"4,0",47,España / Navarra,"11,10",Vino blanco,Chardonnay
