winery,wine,year,rating,num_review,region,price,type,grapes
Tarsus,Ribera del Duero Reserva 2013,2013,"3,9",571,España / Castilla y León / Ribera del Duero,"24,09",Vino tinto,"98 % de Tinta del Pais, 2 % de Cabernet Sauvignon"
Bodegas Martín Códax,Rías Baixas Albariño Marieta 2020,2020,"3,9",690,España / Galicia / Rías Baixas,"9,50",Vino blanco,100 % de Albariño
Bodega Elias Mora,Toro 2017,2017,"3,9",466,España / Castilla y León / Toro,"9,80",Vino tinto,100 % de Tinta de toro
Dominio del Águila,Canta la Perdiz 2013,2013,"4,5",51,España / Castilla y León / Ribera del Duero,295,Vino tinto,100 % de Tempranillo
Atalaya,Alaya Tierra (Old Vines Vieilles Vignes) 2020,2020,"4,4",162,España / Castilla / Almansa,"21,90",Vino tinto,100 % de Garnacha Tintorera
Resalte,Resalte Expresion 2014,2014,"4,3",206,España / Castilla y León / Ribera del Duero,"32,90",Vino tinto,100 % de Tempranillo
Vinyes del Terrer,Blanc del Terrer 2018,2018,"3,9",136,España / Cataluña / Tarragona,"9,90",Vino blanco,100 % de Macabeo
La Rioja Alta,Gran Reserva 890 2005,2005,"4,5",3533,España / Rioja,"140,90",Vino tinto,"Tempranillo, Graciano"
Irache,Crianza 2017,2017,"3,7",109,España / Navarra,"7,90",Vino tinto,"Cabernet Sauvignon, Merlot"
Vegamar,Esencia Garnacha - Syrah 2017,2017,"4,2",53,España / Valencia,"29,95",Vino tinto,"55 % de Garnacha, 45 % de Shiraz/Syrah"
Pittacum,Aurea 2010,2010,"4,0",267,España / Castilla y León / Bierzo,"21,99",Vino tinto,100 % de Mencia
Fernández de Piérola,Blanco 2014,2014,"3,6",54,España / Rioja,"6,50",Vino blanco,100 % de Viura
Can Xanet,Cumas 2016,2016,"3,8",41,España / Islas Baleares / Mallorca,"32,46",Vino tinto,100 % de Manto Negro
Bodegas Arraez,Mala Vida 2019,2019,"3,6",296,España / Valencia,"6,90",Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Tempranillo, Monastrell"
Bodegas Vilano,Crianza 2019,2019,"4,1",146,España / Castilla y León / Ribera del Duero,"9,99",Vino tinto,100 % de Tempranillo
Resalte,Resalte Expresion 2010,2010,"4,2",237,España / Castilla y León / Ribera del Duero,"32,90",Vino tinto,Tempranillo
Azpilicueta,Reserva 2016,2016,"3,9",48,España / Rioja,"12,32",Vino tinto,100 % de Tempranillo
Vizcarra,Ribera del Duero Senda del Oro 2019,2019,"3,8",460,España / Castilla y León / Ribera del Duero,"8,95",Vino tinto,100 % de Tinto Fino
Pago del Cielo,Celeste Crianza 2018,2018,"4,0",4715,España / Castilla y León / Ribera del Duero,"16,50",Vino tinto,100 % de Tempranillo
Bodegas Asenjo & Manso,Silvanus Crianza 2011,2011,"4,0",249,España / Castilla y León / Ribera del Duero,39,Vino tinto,Tempranillo
Itsasmendi,Artizar 2013,2013,"4,0",48,España / Castilla y León / Bierzo,"35,85",Vino blanco,Hondarrabi Zuri
Viña Pedrosa,Pérez Pascuas Gran Reserva Selección 2011,2011,"4,3",372,España / Castilla y León / Ribera del Duero,"245,53",Vino tinto,100 % de Tinta del Pais
Celler Ronadelles - Cap de Ruc,Giral Vinyes Velles Blanco 2015,2015,"4,0",25,España / Cataluña / Tarragona / Montsant,"25,95",Vino blanco,"Grenache Blanc, Macabeo"
Pinord,Clos de Torribas Crianza Tempranillo 2018,2018,"3,4",61,España / Cataluña / Penedès,"5,30",Vino tinto,Tempranillo
Dehesa del Carrizal,Cabernet Sauvignon 2016,2016,"4,1",233,España / Castilla / Dehesa del Carrizal,"14,48",Vino tinto,100 % de Cabernet Sauvignon
Los Madronales,Jerez-Xérès-Sherry Especial Chipiona Moscatel N.V.,3061,"3,8",35,España / Andalucía,,Vino fortificado,Muscat Blanc
Francesc Ricart,Cava Brut Reserva N.V.,2515,"3,7",99,España / Cava,"9,25",Vino espumoso,100 % de Xarel-lo
Pittacum,Aurea 2016,2016,"4,1",50,España / Castilla y León / Bierzo,"21,99",Vino tinto,100 % de Mencia
Bodegas Aradon,Calzadas de Aradon 2016,2016,"4,0",227,España / Rioja,"12,52",Vino tinto,"Tempranillo, Graciano, Garnacha"
Viñedos do Gabián,Xanledo 2019,2019,"4,1",50,España / Galicia / Ribeiro,,Vino tinto,100 % de Espadeiro
Vinsnus,SiurAlta Rouge 2019,2019,"3,8",38,España / Cataluña / Tarragona / Montsant,"14,45",Vino tinto,"90 % de Garnacha, 10 % de Trepat"
Astobiza,Blanco 2018,2018,"3,8",547,España / País Vasco / Arabako Txakolina,"9,79",Vino blanco,100 % de Hondarrabi Zuri
Marqués de Cáceres,Rueda Verdejo 2021,2021,"3,7",466,España / Castilla y León / Rueda,"5,50",Vino blanco,100 % de Verdejo
Álvarez y Díez,Mantel Blanco Verdejo 2021,2021,"3,9",89,España / Castilla y León / Rueda,"7,90",Vino blanco,100 % de Verdejo
Balmoral,Edoné Cuvée De Marìa 2018,2018,"3,5",254,España / Castilla,"8,95",Vino espumoso,Chardonnay
Oxer Wines,Marko Gure Arbasoak 2020,2020,"3,9",275,España / Vino de España,"20,65",Vino de España,"Petit Manseng, Hondarrabi Zuri"
Chivite,Navarra Coleccion 125 Blanco 2018,2018,"4,4",178,España / Navarra,"52,21",Vino blanco,100 % de Chardonnay
Martúe,Especial Campo de la Guardia 2016,2016,"3,8",48,España / Castilla / Campo de la Guardia,"14,25",Vino tinto,"40 % de Shiraz/Syrah, 19 % de Cabernet Sauvignon, 18 % de Petit Verdot, 17 % de Malbec, 6 % de Merlot"
Dehesa de Los Canónigos,Crianza 2011,2011,"4,1",1028,España / Castilla y León / Ribera del Duero,40,Vino tinto,"Cabernet Sauvignon, Tinto Fino"
M. Antonio de la Riva,Macharnudo Blanco N.V.,5855,"4,2",116,España / Andalucía / Jerez-Xérès-Sherry / Jerez Fino,,Vino fortificado,Palomino
Vinyes Domenech,Bancal del Bosc Tinto 2016,2016,"3,8",446,España / Cataluña / Tarragona / Montsant,"10,50",Vino tinto,100 % de Garnacha
Hnos. del Villar,Azoe Verdejo 2019,2019,"3,7",30,España / Castilla y León / Rueda,"4,95",Vino blanco,Verdejo
Jordi Miró,Ennak 2020,2020,"4,0",26,España / Cataluña / Terra Alta,"6,51",Vino tinto,Tempranillo
Terra d'Uro,Finca La Rana 2019,2019,"4,0",66,España / Castilla y León / Toro,"9,95",Vino tinto,100 % de Tinta de toro
Dominio Fournier,Reserva 2014,2014,"4,3",65,España / Castilla y León / Ribera del Duero,"29,90",Vino tinto,Tinta del Pais
Valdespino,Cardenal Palo Cortado VORS N.V.,4327,"4,3",117,España / Andalucía / Jerez-Xérès-Sherry / Jerez Palo Cortado,,Vino fortificado,Palomino
Alfredo Arribas,Luno 2020,2020,"3,8",61,España / Cataluña / Tarragona / Montsant,"10,30",Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Grenache, Carignan"
Torelló,Blanc Tranquille 2020,2020,"3,4",48,España / Cataluña / Penedès,"6,84",Vino blanco,"Macabeo, Xarel-lo, Parellada"
Beronia,Laslias de Beronia Verdejo Sobre Lias 2019,2019,"4,0",31,España / Castilla y León / Rueda,"16,95",Vino blanco,Verdejo
Baron de Ley,Varietales Garnacha Rioja 2019,2019,"3,9",34,España / Rioja,"11,90",Vino tinto,100 % de Garnacha
Ossian,Viñas Viejas Verdejo 2015,2015,"4,2",780,España / Castilla y León,49,Vino blanco,100 % de Verdejo
Baigorri,Crianza Tempranillo 2017,2017,"3,9",995,España / Rioja,"13,88",Vino tinto,"90 % de Tempranillo, 10 % de Garnacha"
Jordi Miró,Ennak+ 2019,2019,"3,9",36,España / Cataluña / Terra Alta,"9,25",Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Merlot, Tempranillo, Carignan"
Dominio del Águila,Reserva 2015,2015,"4,3",489,España / Castilla y León / Ribera del Duero,59,Vino tinto,100 % de Tempranillo
Bracamonte,Roble 2018,2018,"3,7",50,España / Castilla y León / Ribera del Duero,"7,80",Vino tinto,100 % de Tempranillo
Singulares,Entrelobos Tinto Fino Ribera del Duero 2015,2015,"3,6",265,España / Castilla y León / Ribera del Duero,"8,65",Vino tinto,100 % de Tempranillo
Dominio de Atauta,Torre de Golban Crianza 2014,2014,"3,7",893,España / Castilla y León,"10,50",Vino tinto,100 % de Tempranillo
Familia Torres,Viña Esmeralda 2018,2018,"4,0",7448,España / Cataluña,"18,03",Vino blanco,100 % de Gewürztraminer
Emilio Moro,Finca Resalso 2017,2017,"3,8",3143,España / Castilla y León / Ribera del Duero,"8,60",Vino tinto,100 % de Tempranillo
Finca Sandoval,Signo Bobal de Manchuela 2008,2008,"3,7",67,España / Castilla / Manchuela,"18,50",Vino tinto,100 % de Bobal
Bodegas Valduero,Tierra Alta En 2 Maderas 2017,2017,"4,2",657,España / Castilla y León / Ribera del Duero,"21,95",Vino tinto,100 % de Tinto Fino
Loxarel,A Pèl Ancestral Barba-Roja 2020,2020,"4,0",37,España / Cataluña / Penedès,"15,70",Vino espumoso,"Xarel-lo, Sumoll, Grenache"
Orben,Orben 2018,2018,"4,1",513,España / Rioja,"18,45",Vino tinto,100 % de Tempranillo
Zudugarai,Zudugarai 2020,2020,"3,7",91,España / País Vasco / Getariako Txakolina,"7,95",Vino blanco,Hondarrabi Zuri
Marqués de Riscal,Arienzo Rioja Crianza 2017,2017,"3,8",451,España / Rioja,"8,45",Vino tinto,100 % de Tempranillo
Pago de Vallegarcía,Montes de Toledo Syrah 2019,2019,"4,3",163,España / Castilla,"21,95",Vino tinto,100 % de Shiraz/Syrah
Suertes del Marqués,Candio Listan Negro Cordón Trenzado 2014,2014,"3,8",104,España / Islas Canarias / Valle de la Orotava,"24,01",Vino tinto,100 % de Listan Negro
Bodegas Arraez,Vividor Bobal 2019,2019,"3,6",413,España / Valencia / Utiel-Requena,"6,70",Vino tinto,100 % de Bobal
Viña Pomal,Alto de la Caseta 2016,2016,"4,5",34,España / Rioja,"67,16",Vino tinto,Tempranillo
Viña Pomal,Selección 500 Crianza 2018,2018,"3,8",127,España / Rioja,"9,90",Vino tinto,"Tempranillo, Garnacha"
Dominio de la Vega,Cava Brut Expression Reserva 2019,2019,"4,2",29,España / Cava,"7,80",Vino espumoso,Macabeo
Laventura,Tempranillo 2017,2017,"3,7",42,España / Rioja,"18,50",Vino tinto,"80 % de Tempranillo, 20 % de Garnacha"
Telmo Rodriguez,Molino Real Mountain Blanco 2019,2019,"3,9",51,España / Andalucía / Sierras de Málaga,"14,80",Vino blanco,Moscatel de Alejandría
Hermanos Lurton,Tempranillo 2018,2018,"3,7",317,España / Castilla y León / Toro,"7,85",Vino tinto,100 % de Tempranillo
Viña Salceda,Rioja Reserva 2010,2010,"3,8",1121,España / Rioja,"11,95",Vino tinto,100 % de Tempranillo
Orowines,Kentia Albariño 2020,2020,"3,8",98,España / Galicia / Rías Baixas,"9,75",Vino blanco,100 % de Albariño
Gutiérrez Colosía,Fino Sherry N.V.,7428,"3,4",550,España / Andalucía / Jerez-Xérès-Sherry / Jerez Fino,"8,75",Vino fortificado,100 % de Palomino
Losada,Altos de Losada 2008,2008,"4,0",199,España / Castilla y León / Bierzo,18,Vino tinto,100 % de Mencia
Bodega Otazu,Otazu Premium Cuvée 2019,2019,"3,8",63,España / Navarra,"10,90",Vino tinto,"35 % de Cabernet Sauvignon, 33 % de Merlot, 32 % de Tempranillo"
Familia Torres,Waltraud Riesling 2019,2019,"4,1",274,España / Cataluña / Penedès,"17,99",Vino blanco,100 % de Riesling
R. López de Heredia,Viña Tondonia Reserva 2006,2006,"4,2",7383,España / Rioja,"35,90",Vino tinto,100 % de Tempranillo
Mas Doix,1902 Centenary Carignan Priorat 2016,2016,"4,6",44,España / Cataluña / Priorato,299,Vino tinto,100 % de Cariñena
Martin Berdugo,Crianza 2019,2019,"4,1",101,España / Castilla y León / Ribera del Duero,"10,90",Vino tinto,100 % de Tempranillo
Oliver Conti,Indispensable Negre 2020,2020,"3,4",134,España / Cataluña / Empordà,"5,90",Vino tinto,100 % de Garnacha Tinta
Gramona,Gessamí 2020,2020,"4,2",748,España / Cataluña / Penedès,"11,49",Vino blanco,"50 % de Muscat Blanc, 35 % de Sauvignon Blanc, 15 % de Gewürztraminer"
Casar de Burbia,Hombros 2016,2016,"3,9",114,España / Castilla y León / Bierzo,29,Vino tinto,100 % de Mencia
Tantum Ergo,Cava Brut Nature N.V.,0387,"3,9",644,España / Cava,,Vino espumoso,"Chardonnay, Pinot Noir"
Viña Albina,Reserva 1995,1995,"3,6",50,España / Rioja,"9,85",Vino tinto,Tempranillo
Vizcarra,Ribera del Duero Torralvo 2018,2018,"4,4",112,España / Castilla y León / Ribera del Duero,"32,45",Vino tinto,100 % de Tempranillo
Enrique Mendoza,Santa Rosa 2010,2010,"4,1",158,España / Valencia / Alicante,"21,15",Vino tinto,"Shiraz/Syrah, Merlot, Cabernet Sauvignon"
Pere Seda,Novell Rosat 2019,2019,"3,3",31,España / Islas Baleares / Mallorca / Plà i Llevant,"8,31",Vino rosado,"Merlot, Tempranillo"
Mas Foraster,Josep Foraster Trepat 2018,2018,"3,8",260,España / Cataluña / Conca de Barberà,"13,45",Vino tinto,Trepat
Vall Llach,Porrera Vi de Vila 2017,2017,"4,4",127,España / Cataluña / Priorato,"50,85",Vino tinto,"77 % de Cariñena, 23 % de Garnacha"
Bodega Ca' di Mat,Los Peros Tinto 2018,2018,"3,9",26,España / Madrid,"28,50",Vino tinto,100 % de Garnacha
Viña Pedrosa,Cepa Gavilán Crianza Ribera del Duero 2017,2017,"3,9",741,España / Castilla y León / Ribera del Duero,"12,85",Vino tinto,100 % de Tempranillo
Viladellops,Xarel-lo 2021,2021,"3,7",37,España / Cataluña / Penedès,"7,05",Vino blanco,100 % de Xarel-lo
Remírez de Ganuza,María Remírez de Ganuza 2005,2005,"4,6",139,España / Rioja,"234,19",Vino tinto,"Graciano, Tempranillo"
Matías i Torres,Negramoll Tinto 2014,2014,"3,7",69,España / Islas Canarias / La Palma,"21,89",Vino tinto,"Listan Negro, Negramoll"
Bodegas Lleiroso,Luz Millar Roble 2018,2018,"3,7",674,España / Castilla y León / Ribera del Duero,"6,75",Vino tinto,100 % de Tempranillo
Alta Alella,Lanius 2017,2017,"4,2",81,España / Cataluña / Alella,"15,75",Vino blanco,Chardonnay
Cinema,Crianza 2016,2016,"4,0",41,España / Castilla y León / Ribera del Duero,"10,95",Vino tinto,100 % de Tempranillo
Dehesa de Luna,Gran Luna 2015,2015,"4,3",139,España / Castilla,"21,75",Vino tinto,"Shiraz/Syrah, Tempranillo, Cabernet Sauvignon, Petit Verdot, Graciano"
Freixenet,Mia Tinto 2020,2020,"3,5",177,España / Castilla y León,"4,95",Vino tinto,Tempranillo
Callejuela,Manzanilla N.V.,3509,"3,8",65,España / Andalucía / Jerez-Xérès-Sherry / Manzanilla,,Vino fortificado,Palomino
Finca Villacreces,Pruno Ribera del Duero 2012,2012,"3,7",2218,España / Castilla y León / Ribera del Duero,"10,50",Vino tinto,"Cabernet Sauvignon, Tempranillo"
Ramón Bilbao,Rioja Rosado 2021,2021,"3,7",308,España / Rioja,"6,50",Vino rosado,"85 % de Garnacha, 15 % de Viura"
Matarromera,Crianza 2015,2015,"4,1",4514,España / Castilla y León / Ribera del Duero,"18,90",Vino tinto,100 % de Tempranillo
Bodega Numanthia,Numanthia 2004,2004,"4,4",421,España / Castilla y León / Toro,"94,90",Vino tinto,100 % de Tempranillo
Bodegas Martín Códax,Rías Baixas Albariño Lias 2020,2020,"3,9",37,España / Galicia / Rías Baixas,"18,50",Vino blanco,100 % de Albariño
Ederra,Rioja Reserva 2016,2016,"3,7",146,España / Rioja,"9,75",Vino tinto,100 % de Tempranillo
Bodegas Amaren,Ángeles de Amaren Tempranillo - Graciano 2017,2017,"4,1",341,España / Rioja,"17,23",Vino tinto,"85 % de Tempranillo, 15 % de Graciano"
Gramona,Font Jui Xarel-lo 2017,2017,"3,9",48,España / Cataluña / Penedès,14,Vino blanco,Xarel-lo
Vins de Pedra,L'Orni Blanc 2019,2019,"3,8",34,España / Cataluña / Conca de Barberà,"12,90",Vino blanco,100 % de Chardonnay
Viña Salceda,Rioja Crianza 2018,2018,"3,7",792,España / Rioja,"6,90",Vino tinto,"95 % de Tempranillo, 3 % de Graciano, 2 % de Mazuelo"
Bodegas Valduero,Ribera Del Duero Crianza 2016,2016,"4,0",1305,España / Castilla y León / Ribera del Duero,"20,51",Vino tinto,100 % de Tinto Fino
Familia Torres,Viña Esmeralda 2019,2019,"4,1",6430,España / Cataluña,"8,40",Vino blanco,100 % de Gewürztraminer
Palacio de Villachica,Crianza 2016,2016,"4,1",107,España / Castilla y León / Toro,"12,75",Vino tinto,100 % de Tinta de toro
Cepa 21,Hito 2019,2019,"3,9",1294,España / Castilla y León / Ribera del Duero,"9,70",Vino tinto,100 % de Tempranillo
Dominio de Loalva,Selección Especial 2017,2017,"4,2",30,España / Castilla y León / Ribera del Duero,27,Vino tinto,Tempranillo
Buil & Giné,Pleret 2009,2009,"4,0",48,España / Cataluña / Priorato,"55,50",Vino tinto,"Cariñena, Shiraz/Syrah, Cabernet Sauvignon, Grenache, Merlot"
Lustau,3 En Rama Fino de Jerez de la Frontera N.V.,5891,"3,7",151,España / Andalucía / Jerez-Xérès-Sherry,,Vino fortificado,100 % de Palomino
Dominio Fournier,Crianza 2019,2019,"4,1",66,España / Castilla y León / Ribera del Duero,"18,60",Vino tinto,Tinta del Pais
Lustau,Jarana Fino Sherry (Very Dry) N.V.,3612,"3,3",1133,España / Andalucía / Jerez-Xérès-Sherry / Jerez Fino,"9,89",Vino fortificado,100 % de Palomino
Viñedos de Páganos,La Nieta 2019,2019,"4,7",118,España / Rioja,110,Vino tinto,100 % de Tempranillo
Baronia,Com Gat i Gos Red 2020,2020,"3,4",25,España / Cataluña / Tarragona / Montsant,"5,50",Vino tinto,Garnacha
Romate,Reserva Especial Fino Marismeño N.V.,8481,"3,7",182,España / Andalucía / Jerez-Xérès-Sherry / Jerez Fino,,Vino fortificado,Palomino
Beronia,Rioja Edición Limitada 2016,2016,"4,0",122,España / Rioja,"10,60",Vino tinto,100 % de Tempranillo
Gran Feudo,Crianza 2013,2013,"3,4",629,España / Navarra,"4,42",Vino tinto,"60 % de Tempranillo, 15 % de Cabernet Sauvignon, 15 % de Merlot, 10 % de Garnacha"
Mestres,Visol Gran Reserva Brut Nature 2014,2014,"4,0",67,España / Cava,"19,90",Vino espumoso,100 % de Xarel-lo
La Rioja Alta,Viña Ardanza Reserva 2007,2007,"4,2",9120,España / Rioja,"22,50",Vino tinto,100 % de Tempranillo
Altos del Terral,Cuveé Julia Ribera del Duero 2011,2011,"4,5",37,España / Castilla y León / Ribera del Duero,157,Vino tinto,Tempranillo
Yllera,9 Meses en Barrica Roble Tempranillo 2019,2019,"3,5",71,España / Castilla y León / Ribera del Duero,"5,50",Vino tinto,Tempranillo
Bodega Akutain,Reserva 2015,2015,"4,4",27,España / Rioja,"21,90",Vino tinto,"95 % de Tempranillo, 3 % de Garnacha, 2 % de Viura"
Señorío de Sarria,Reserva Especial 2014,2014,"4,0",146,España / Navarra,"29,60",Vino tinto,Cabernet Sauvignon
Jesús y Félix Puelles Fernández,Puelles Crianza 2015,2015,"3,8",55,España / Rioja,"7,20",Vino tinto,100 % de Tempranillo
Condesa de Leganza,Tempranillo 2013,2013,"3,1",199,España / Castilla,"8,55",Vino tinto,Tempranillo
El Escocés Volante,The Cup & Rings Godello 2016,2016,"3,7",69,España / Galicia / Monterrei,"8,90",Vino blanco,100 % de Godello
Bodegas El Nido,El Nido 2018,2018,"4,8",246,España / Murcia / Jumilla,"215,90",Vino tinto,"70 % de Monastrell, 30 % de Cabernet Sauvignon"
Garciarevalo,Casamaro Verdejo 2021,2021,"3,7",84,España / Castilla y León / Rueda,"5,51",Vino blanco,Verdejo
Dominio do Bibei,Refu 2018,2018,"4,1",33,España / Galicia / Ribeiro,"10,85",Vino blanco,100 % de Treixadura
Montalvo Wilmot,Tempranillo - Cabernet Roble 2018,2018,"3,6",35,España / Castilla,"6,98",Vino tinto,"Cabernet Sauvignon, Tempranillo"
Cinema,Paraiso 2012,2012,"4,0",38,España / Castilla y León / Ribera del Duero,"23,90",Vino tinto,Tempranillo
Vallvé & Guevara,Princep 2016,2016,"4,0",27,España / Cataluña / Priorato,"15,95",Vino tinto,"Garnacha, Shiraz/Syrah, Cabernet Sauvignon, Merlot, Cariñena"
Finca La Capilla,La Capilla Crianza 2016,2016,"3,9",465,España / Castilla y León / Ribera del Duero,"17,50",Vino tinto,100 % de Tinta del Pais
U MES U,Anais Tempranillo - Syrah 2019,2019,"3,8",46,España / Cataluña / Penedès,"7,60",Vino tinto,"Shiraz/Syrah, Tempranillo"
Vinessens - Casa Balaguer,Sein 2018,2018,"3,8",148,España / Valencia / Alicante,"10,90",Vino tinto,"60 % de Monastrell, 40 % de Shiraz/Syrah"
Adega Familiar Eladio Piñeiro,Envidiacochina (Tête de Cuvée) 2020,2020,"4,2",419,España / Galicia / Rías Baixas,"21,70",Vino blanco,100 % de Albariño
Williams & Humbert,Colección de Añadas Amontillado en Rama 2019,2019,"4,4",30,España / Andalucía / Jerez-Xérès-Sherry / Jerez Pedro Ximénes (PX),"36,93",Vino fortificado,Palomino
Diez Mérito,Bertola 12 Year Old Oloroso Sherry N.V.,7591,"3,6",86,España / Andalucía / Jerez-Xérès-Sherry / Jerez Oloroso,"17,50",Vino fortificado,Palomino
Tio Pepe,Dos Palmas N.V.,4702,"4,1",352,España / Andalucía / Jerez-Xérès-Sherry,"30,87",Vino fortificado,100 % de Palomino
Orben,Orben 2019,2019,"4,0",55,España / Rioja,"18,45",Vino tinto,100 % de Tempranillo
Sumarroca,Terral 2016,2016,"3,5",272,España / Cataluña / Penedès,"12,25",Vino tinto,"Shiraz/Syrah, Merlot, Cabernet Sauvignon, Cabernet Franc"
Bodega Otto Bestué,Garnacha 2021,2021,"3,3",32,España / Aragón / Somontano,"5,90",Vino tinto,100 % de Garnacha
Martinet,Clos Martinet 2013,2013,"4,3",195,España / Cataluña / Priorato,"62,40",Vino tinto,"53 % de Garnacha, 20 % de Shiraz/Syrah, 15 % de Cariñena, 8 % de Merlot, 4 % de Cabernet Sauvignon"
Mas Doix,Doix 2015,2015,"4,4",104,España / Cataluña / Priorato,"89,90",Vino tinto,"55 % de Cariñena, 45 % de Garnacha"
Pagos del Rey,Pulpo Albariño 2021,2021,"4,0",153,España / Galicia,"8,99",Vino blanco,Albariño
Eguía,Gran Reserva Rioja 2011,2011,"3,3",134,España / Rioja,"12,47",Vino tinto,Tempranillo
Espectacle del Montsant,Tinto 2014,2014,"4,4",167,España / Cataluña / Tarragona / Montsant,"157,95",Vino tinto,100 % de Grenache
Portal del Montsant,Bruberry 2020,2020,"3,7",52,España / Cataluña / Tarragona / Montsant,"9,95",Vino tinto,100 % de Garnacha
Wineissocial,Perplejo Verdejo 2020,2020,"3,9",79,España / Castilla y León / Rueda,"9,50",Vino blanco,100 % de Verdejo
