winery,wine,year,rating,num_review,region,price,type,grapes
Dominio de Atauta,Dominio de Atauta 2015,2015,"4,1",477,España / Castilla y León / Ribera del Duero,"53,50",Vino tinto,100 % de Tinto Fino
L'Olivera,Naltres 2018,2018,"3,8",51,España / Cataluña / Costers del Segre,"10,50",Vino tinto,"Cabernet Sauvignon, Garnacha"
Colet,Navazos Extra Brut 2016,2016,"4,0",63,España / Cataluña / Penedès,"20,75",Vino espumoso,100 % de Xarel-lo
Palacio de Bornos,Verdejo Fermentado en Barrica 2021,2021,"4,0",41,España / Castilla y León / Rueda,"6,90",Vino blanco,100 % de Verdejo
Oliveda,Clos Primat Negre 2021,2021,"3,3",51,España / Cataluña / Empordà,"3,45",Vino tinto,"Cabernet Sauvignon, Tempranillo, Carignan"
José Pariente,Finca Las Comas Verdejo 2018,2018,"4,4",43,España / Castilla y León / Rueda,"34,22",Vino blanco,100 % de Verdejo
Meritxell Pallejà,Nita Priorat 2019,2019,"4,0",54,España / Cataluña / Priorato,"11,80",Vino tinto,"45 % de Garnacha, 35 % de Samsó, 15 % de Cabernet Sauvignon, 5 % de Shiraz/Syrah"
Casa de la Ermita,Petit Verdot 2012,2012,"3,6",61,España / Murcia / Jumilla,"21,81",Vino tinto,100 % de Petit Verdot
Bodegas Roda,Roda Reserva Rioja 2014,2014,"4,2",1667,España / Rioja,"82,50",Vino tinto,"90 % de Tempranillo, 6 % de Graciano, 4 % de Garnacha"
Empordàlia,Sinols Criança 2020,2020,"3,9",47,España / Cataluña / Empordà,"5,95",Vino tinto,"Cariñena, Garnacha Tinta, Shiraz/Syrah, Merlot"
Torre de Oña,Rioja Reserva 2016,2016,"3,9",278,España / Rioja,"15,50",Vino tinto,"95 % de Tempranillo, 5 % de Mazuelo"
Volver,Tarima Organic 2020,2020,"3,7",35,España / Valencia / Alicante,"6,26",Vino tinto,Monastrell
Romate,Reserva Especial NPU Amontillado Sherry N.V.,5026,"4,0",849,España / Andalucía / Jerez-Xérès-Sherry / Jerez Amontillado,,Vino fortificado,Palomino
Espelt,Lledoner Roig Blanc de Roig 2018,2018,"4,1",35,España / Cataluña / Empordà,"23,45",Vino blanco,Grenache Gris
Enric Soler,Impro-Visació Vinyes de Xarel-lo 2020,2020,"4,4",29,España / Cataluña / Penedès,"29,01",Vino blanco,100 % de Xarel-lo
Toresanas,Orot Roble 2017,2017,"3,8",60,España / Castilla y León / Toro,"6,25",Vino tinto,Tempranillo
Callejuela,Manzanilla Origen N.V.,0731,"3,8",122,España / Andalucía / Jerez-Xérès-Sherry / Manzanilla,"10,50",Vino fortificado,Palomino
Dehesa del Carrizal,Syrah 2018,2018,"4,0",48,España / Castilla / Dehesa del Carrizal,"14,45",Vino tinto,Shiraz/Syrah
Clos Mogador,Priorat 2013,2013,"4,4",832,España / Cataluña / Priorato,"73,90",Vino tinto,100 % de Grenache
Enrique Mendoza,Santa Rosa 2018,2018,"4,2",166,España / Valencia / Alicante,"18,90",Vino tinto,100 % de Chardonnay
Emilio Moro,La Revelía Godello 2019,2019,"4,3",182,España / Castilla y León / Bierzo,"21,65",Vino blanco,100 % de Godello
Familia Torres,Mas La Plana Cabernet Sauvignon 2013,2013,"4,3",2992,España / Cataluña / Penedès,"56,26",Vino tinto,100 % de Cabernet Sauvignon
Nin-Ortiz,Planetes de Nin Garnatxes en Àmfora 2019,2019,"3,8",29,España / Cataluña / Priorato,"24,50",Vino tinto,100 % de Garnacha
Bodega Campo Eliseo,Campo Eliseo 2014,2014,"3,9",49,España / Castilla y León / Toro,"38,90",Vino tinto,100 % de Tinta de toro
Matarromera,Melior Ribera del Duero 2020,2020,"3,5",46,España / Castilla y León / Ribera del Duero,"8,45",Vino tinto,100 % de Tempranillo
Bodegas Mas Alta,La Basseta 2014,2014,"4,3",84,España / Cataluña / Priorato,"68,45",Vino tinto,Grenache
Vall Llach,Porrera Vi de Vila 2017,2017,"4,4",127,España / Cataluña / Priorato,"50,85",Vino tinto,"77 % de Cariñena, 23 % de Garnacha"
Remírez de Ganuza,Rioja Viña Coqueta 2008,2008,"4,3",435,España / Rioja,"38,50",Vino tinto,"Tempranillo, Malvasia, Graciano, Viura"
Osborne,Santa María Jerez-Xeres-Sherry Cream N.V.,7530,"3,8",422,España / Andalucía / Jerez-Xérès-Sherry,"9,50",Vino fortificado,100 % de Pedro Ximenez
Ferratus,Ferratus AØ 2018,2018,"3,7",102,España / Castilla y León / Ribera del Duero,"10,88",Vino tinto,100 % de Tempranillo
Eulogio Pomares,O Estranxeiro Blanco 2020,2020,"3,9",60,España / Galicia / Ribeira Sacra,"14,50",Vino blanco,"Albariño, Godello, Treixadura"
Jorge Piernas,Sinesquema 2017,2017,"3,8",73,España / Murcia / Bullas,"15,75",Vino tinto,100 % de Monastrell
Gutiérrez de la Vega,Ulises Tinto 2018,2018,"3,6",36,España / Valencia / Alicante,"9,45",Vino tinto,"Shiraz/Syrah, Mourvedre, Girò"
Ànima Negra,Son Negre 2010,2010,"4,4",63,España / Islas Baleares / Mallorca,"164,90",Vino tinto,100 % de Callet
Martí Serdà,El Cabronet 2018,2018,"3,7",35,España / Cataluña / Penedès,"9,45",Vino tinto,100 % de Cabernet Sauvignon
Marqués de Murrieta,Reserva Rioja (Finca Ygay) 1985,1985,"4,2",45,España / Rioja,"113,88",Vino tinto,"Garnacha, Tempranillo, Mazuelo, Graciano"
Pepe Mendoza Casa Agrícola,El Veneno 2018,2018,"4,1",185,España / Valencia / Alicante,"23,50",Vino tinto,100 % de Monastrell
La Poda,Tinta de Toro 2019,2019,"3,8",49,España / Castilla y León / Toro,"10,45",Vino tinto,100 % de Tinta de toro
Divina Proporción,Abracadabra 2019,2019,"3,9",43,España / Castilla y León / Toro,"11,75",Vino tinto,100 % de Tinta de toro
Valdubon,Ribera del Duero Reserva Tinto 2015,2015,"4,1",597,España / Castilla y León / Ribera del Duero,"21,90",Vino tinto,100 % de Pinot Noir
Bela,Arano Moradillo De Roa 2019,2019,"4,1",36,España / Castilla y León / Ribera del Duero,"17,75",Vino tinto,Tempranillo
Altanza,Familia Rioja 2012,2012,"4,0",189,España / Rioja,"15,95",Vino tinto,100 % de Tempranillo
Comando G,La Bruja de Rozas 2018,2018,"3,8",1608,España / Madrid,"21,99",Vino tinto,100 % de Grenache
Bodegas Valdelana,Selección Crianza 2010,2010,"3,7",130,España / Rioja,6,Vino tinto,"Tempranillo, Mazuelo"
Patrocinio,Sancho Garcés Crianza 2018,2018,"3,8",117,España / Rioja / Rioja Alta,"6,50",Vino tinto,Tempranillo
Marqués de Griñon,Reserva (Colección Personal) 2014,2014,"3,6",48,Rioja,"12,30",Vino tinto,Tempranillo
Álvaro Palacios,Vi de Vila Gratallops 2016,2016,"4,3",481,España / Cataluña / Priorato,"59,17",Vino tinto,100 % de Garnacha
Bodega de Bardos,Romántica Crianza 2018,2018,"3,9",657,España / Castilla y León / Ribera del Duero,"8,95",Vino tinto,100 % de Tinta del Pais
Castillo Perelada,Empordà Gran Claustro 2015,2015,"4,4",97,España / Cataluña / Empordà,42,Vino tinto,"75 % de Cabernet Sauvignon, 15 % de Shiraz/Syrah, 10 % de Samsó"
Bodegas Casa Primicia,Gr Graciano 2018,2018,"3,3",169,España / Rioja,8,Vino tinto,Graciano
Convento San Francisco,Crianza Ribera del Duero 2016,2016,"3,9",40,España / Castilla y León / Ribera del Duero,"14,05",Vino tinto,"Cabernet Sauvignon, Tempranillo"
Murua,Rioja Blanco 2016,2016,"4,2",114,España / Rioja,"14,63",Vino blanco,"Malvasia, Viura, Garnacha Blanca"
Bodegas Valdemar,Conde de Valdemar Reserva 2006,2006,"3,8",1064,España / Rioja,"10,85",Vino tinto,"Garnacha, Tempranillo, Mazuelo, Graciano"
Bodegas Valdemar,Las Seis Alhajas Graciano 2016,2016,"4,0",38,España / Rioja,"19,50",Vino tinto,Graciano
Dominio de Tares,La Sonrisa de Tares Godello Bierzo 2015,2015,"3,4",75,España / Castilla y León / Bierzo,"7,95",Vino blanco,100 % de Godello
Raventós i Blanc,Manuel Raventós 2012,2012,"4,1",63,España / Cataluña / Penedès,"68,50",Vino espumoso,Monastrell
Gancedo,Capricho Val de Paxariñas Godello 2020,2020,"3,8",81,España / Castilla y León / Bierzo,"11,15",Vino blanco,"85 % de Godello, 15 % de Doña Blanca"
Bodegas Gormaz,12 Linajes Crianza 2017,2017,"3,8",97,España / Castilla y León / Ribera del Duero,"12,75",Vino tinto,100 % de Tempranillo
Mas Asturias,Massuria 2011,2011,"3,7",156,España / Castilla y León / Bierzo,"22,80",Vino tinto,100 % de Mencia
Familia Torres,Viña Esmeralda 2020,2020,"4,0",3343,España / Cataluña,"8,40",Vino blanco,100 % de Moscatel de Alejandría
Bodegas Valdemar,Inspiración Sélección 2017,2017,"3,9",107,España / Rioja,"11,49",Vino tinto,"Tempranillo, Graciano"
Dominio de Cair,Tierras de Cair Reserva 2012,2012,"4,3",551,España / Castilla y León / Ribera del Duero,"38,30",Vino tinto,100 % de Tempranillo
Altos Ibéricos,Crianza 2016,2016,"3,8",8168,España / Rioja,"5,53",Vino tinto,100 % de Tempranillo
Vivanco,Crianza Rioja 2018,2018,"3,8",415,España / Rioja,"8,50",Vino tinto,100 % de Tempranillo
Jordi Miró,Ennak+ 2019,2019,"3,9",36,España / Cataluña / Terra Alta,"9,25",Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Merlot, Tempranillo, Carignan"
Familia Torres,Verdeo Verdejo 2021,2021,"3,7",156,España / Castilla y León / Rueda,"6,39",Vino blanco,100 % de Verdejo
Pere Seda,Mossèn Alcover Negre 2016,2016,"3,7",42,España / Islas Baleares / Mallorca / Plà i Llevant,"17,75",Vino tinto,"Cabernet Sauvignon, Callet"
Cal Batllet - Celler Ripoll Sans,D'Iatra(Artai) Gratallops 2016,2016,"4,1",51,España / Cataluña / Priorato,"16,75",Vino tinto,"Cariñena, Garnacha, Shiraz/Syrah, Cabernet Sauvignon, Merlot"
Álvaro Palacios,Les Terrasses Laderas de Pizarra 2019,2019,"4,2",651,España / Cataluña / Priorato,"29,45",Vino tinto,100 % de Cariñena
Cuevas de Arom,Pedra Forca Garnacha - Syrah 2018,2018,"3,8",80,España / Aragón / Campo de Borja,"11,49",Vino tinto,"Shiraz/Syrah, Garnacha"
Cuatro Rayas,Viñedos Centenarios Sobre Lias Verdejo 2021,2021,"4,0",31,España / Castilla y León / Rueda,"8,70",Vino blanco,100 % de Verdejo
Martinet,Clos Martinet 2012,2012,"4,3",183,España / Cataluña / Priorato,"62,40",Vino tinto,100 % de Garnacha
Vizcarra,Ribera del Duero Senda del Oro 2015,2015,"3,7",813,España / Castilla y León / Ribera del Duero,"8,95",Vino tinto,100 % de Tinto Fino
Edetària,Via Terra Garnatxa Negra 2020,2020,"3,5",119,España / Cataluña / Terra Alta,"8,95",Vino tinto,100 % de Grenache
Viña Pedrosa,Crianza Ribera del Duero 2019,2019,"4,1",137,España / Castilla y León / Ribera del Duero,"20,90",Vino tinto,100 % de Tinto Fino
Luis A. Rodriguez Vazquez,A Torna Dos Pasas Ribeiro 2019,2019,"4,0",51,España / Galicia / Ribeiro,"19,95",Vino tinto,Caiño tinto
Juvé & Camps,Cava Gran Reserva Brut 2014,2014,"4,2",203,España / Cava,"29,60",Vino espumoso,100 % de Macabeo
Celler Masroig,Solà Fred 2021,2021,"3,9",35,España / Cataluña / Tarragona / Montsant,"5,75",Vino tinto,100 % de Cariñena
Parés Baltà,Garnatxa Hisenda Miret 2019,2019,"4,2",150,España / Cataluña / Penedès,"25,85",Vino tinto,Garnacha
Marqués de Griñon,Graciano 2011,2011,"4,1",140,España / Castilla / Dominio de Valdepusa,"24,50",Vino tinto,100 % de Graciano
Oxer Wines,Artillero 2018,2018,"4,2",27,España / Rioja,"42,81",Vino tinto,"Tempranillo, Viura"
Bruma del Estrecho,Paraje las Chozas Viñas Viejas 2018,2018,"3,5",30,España / Murcia / Jumilla,"9,45",Vino tinto,Monastrell
Baron de Ley,Rioja Reserva 1999,1999,"4,0",77,España / Rioja,"10,85",Vino tinto,Tempranillo
Marques de Vargas,Selección Privada 2011,2011,"4,4",66,España / Rioja,"54,50",Vino tinto,"Tempranillo, Mazuelo, Garnacha"
Viña Real,Rioja Gran Reserva 1970,1970,"4,5",61,España / Rioja,140,Vino tinto,"Tempranillo, Graciano"
Castell d'Ordal,Sekt Rosado Semi Seco N.V.,3973,"3,5",334,España / Cava,"3,99",Vino espumoso,"Tempranillo, Bobal, Garnacha"
Pazo Pondal,Leira Pondal Albariño 2021,2021,"3,8",36,España / Galicia / Rías Baixas,"13,75",Vino blanco,Albariño
Pedro Domecq,Rio Viejo Jerez Oloroso Seco N.V.,0086,"3,8",138,España / Andalucía,,Vino fortificado,Palomino
Ca N'Estruc,Idoia Blanc 2016,2016,"3,7",33,España / Cataluña,"10,50",Vino blanco,"Garnacha Blanca, Chardonnay, Macabeo, Xarel-lo"
Burgans,Rias Baixas Albarino 2021,2021,"3,9",55,España / Galicia / Rías Baixas,"12,50",Vino blanco,100 % de Albariño
Singulares,Entrelobos Tinto Fino Ribera del Duero 2018,2018,"3,5",216,España / Castilla y León / Ribera del Duero,"8,65",Vino tinto,100 % de Tinto Fino
Hispano Suizas,Bassus Pinot Noir 2020,2020,"4,3",112,España / Valencia / Utiel-Requena,"21,76",Vino tinto,100 % de Pinot Noir
Bodegas Urium,Amontillado V.O.R.S N.V.,9573,"4,3",111,España / Andalucía / Jerez-Xérès-Sherry / Jerez Amontillado,,Vino fortificado,Palomino
Fazenda Agricola Augalevada,Mercenario Blanco 2018,2018,"3,6",100,España / Galicia / Ribeiro,"13,95",Vino blanco,Treixadura
Itsasmendi,Blanco 2019,2019,"3,7",151,España / País Vasco / Bizkaiko Txakolina,"10,25",Vino blanco,Hondarrabi Zuri
Legaris,Ribera del Duero Crianza 2016,2016,"3,9",1333,España / Castilla y León / Ribera del Duero,"16,51",Vino tinto,"93 % de Tempranillo, 7 % de Cabernet Sauvignon"
Segura Viudas,Garnatxa 2019,2019,"3,2",74,España / Cataluña,"5,45",Vino tinto,Garnacha
Dehesa de Luna,Garnacha Tintorera 2017,2017,"3,7",57,España / Castilla,"12,60",Vino tinto,100 % de Garnacha Tintorera
Bodegas Godelia,Godelia Godello 2018,2018,"3,6",67,España / Castilla y León / Bierzo,"9,57",Vino blanco,"80 % de Godello, 20 % de Doña Blanca"
Gomez de Segura,Crianza 2017,2017,"3,2",105,España / Rioja,"9,95",Vino tinto,Tempranillo
Marqués de Cáceres,Excellens Cuvée Especial Rioja 2018,2018,"4,0",63,España / Rioja,"7,95",Vino tinto,100 % de Tempranillo
Sumarroca,Muscat 2017,2017,"3,6",34,España / Cataluña / Penedès,"8,48",Vino blanco,100 % de Moscatel
Mengoba,La Vigne de el Rebolón Mencía 2016,2016,"3,9",28,España / Castilla y León / Bierzo,"40,49",Vino tinto,Mencia
Barbadillo,Nave Trinidad Manzanilla en Rama N.V.,3006,"3,8",189,España / Andalucía / Jerez-Xérès-Sherry / Manzanilla,"12,95",Vino fortificado,100 % de Palomino
Papet del Mas,Cava Brut N.V.,3015,"3,4",518,España / Cava,,Vino espumoso,100 % de Macabeo
Altos Ibéricos,Reserva 2015,2015,"3,8",569,España / Rioja,"16,96",Vino tinto,100 % de Tempranillo
Caraballas,Verdejo Organic 2011,2011,"3,9",146,España / Castilla y León,10,Vino blanco,Verdejo
Vall de Baldomar,Baldomà Selecció 2017,2017,"3,4",74,España / Cataluña / Costers del Segre,"19,45",Vino tinto,"Cabernet Sauvignon, Merlot, Tempranillo"
Remelluri,Lindes de Remelluri Viñedos de San Vicente 2018,2018,"4,0",346,España / Rioja,"15,20",Vino tinto,100 % de Graciano
La Rioja Alta,Viña Ardanza Reserva 2007,2007,"4,2",9120,España / Rioja,"22,50",Vino tinto,100 % de Tempranillo
Dominio de Atauta,Torre de Golban Crianza 2009,2009,"3,5",216,España / Castilla y León,"10,50",Vino tinto,100 % de Tinto Fino
Dehesa del Carrizal,Syrah 2017,2017,"3,9",67,España / Castilla / Dehesa del Carrizal,"14,45",Vino tinto,100 % de Shiraz/Syrah
Torelló,Gran Crisalys 2018,2018,"4,0",32,España / Cataluña / Penedès,"12,50",Vino blanco,"Xarel-lo, Chardonnay"
Palomo Cazador,Roble 2018,2018,"3,9",53,España / Castilla y León / Ribera del Duero,"10,20",Vino tinto,"Tempranillo, Merlot"
Mar de Frades,Rías Baixas Albariño Brut Nature N.V.,0587,"3,9",1041,España / Galicia / Rías Baixas,"19,76",Vino espumoso,100 % de Albariño
Varias,Pere Punyetes Blanc 2016,2016,"3,5",139,España / Cataluña / Penedès,"5,87",Vino blanco,"Muscatel, Xarel-lo"
Martinet,Els Escurçons 2009,2009,"4,3",325,España / Cataluña / Priorato,"75,50",Vino tinto,Garnacha
Bodegas Grant,La Garrocha Oloroso N.V.,7271,"3,6",40,España / Andalucía / Jerez-Xérès-Sherry / Jerez Oloroso,,Vino fortificado,100 % de Palomino
Codorníu,Cava Clasico Brut Nature N.V.,3753,"3,5",687,España / Cava,"5,95",Vino espumoso,"Macabeo, Xarel-lo, Parellada"
Miquel Oliver,Ses Ferritges 2015,2015,"3,8",28,España / Islas Baleares / Mallorca / Plà i Llevant,"15,75",Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Merlot, Callet"
Venus la Universal,Dido Tinto 2018,2018,"4,0",1406,España / Cataluña / Tarragona / Montsant,"14,55",Vino tinto,100 % de Garnacha
Teso La Monja,Alabaster 2014,2014,"4,6",180,España / Castilla y León / Toro,"147,85",Vino tinto,100 % de Tinta de toro
Valtravieso,Finca Santa Maria 2020,2020,"3,8",398,España / Castilla y León / Ribera del Duero,"8,25",Vino tinto,100 % de Tempranillo
Ramón Bilbao,Reserva Original 2016,2016,"4,2",40,España / Rioja,"17,90",Vino tinto,Tempranillo
Altos de Tamarón,Ribera del Duero Tinto 2011,2011,"3,0",157,España / Castilla y León / Ribera del Duero,"23,80",Vino tinto,"Tempranillo, Tinta del Pais"
Oliveda,Món Perdut Blanc 2021,2021,"3,6",27,España / Cataluña / Empordà,"5,17",Vino blanco,"Macabeo, Chardonnay"
De Blas Serrano,Phylos Tinta del País 2014,2014,"3,9",193,España / Castilla y León / Ribera del Duero,"24,50",Vino tinto,Tinta del Pais
Finca Son Bordils,Syrah 2008,2008,"4,0",75,España / Islas Baleares / Mallorca,"32,40",Vino tinto,Shiraz/Syrah
Gonzalez-Byass,Alfonso Oloroso Seco N.V.,1614,"3,7",2400,España / Andalucía / Jerez-Xérès-Sherry,"8,90",Vino fortificado,100 % de Palomino
Pardas,Collita Roja 2015,2015,"4,0",61,España / Cataluña / Penedès,"22,25",Vino tinto,100 % de Sumoll
El Grillo y La Luna,12 Lunas Tinto 2012,2012,"3,8",674,España / Aragón / Somontano,"8,80",Vino tinto,Tempranillo
Raventos d'Alella,Pansa Blanca 2017,2017,"3,6",370,España / Cataluña / Alella,"21,10",Vino blanco,100 % de Xarel-lo
Viña Sastre,Regina Vides Ribera del Duero 2016,2016,"4,5",156,España / Castilla y León / Ribera del Duero,"70,55",Vino tinto,100 % de Tempranillo
Itsasmendi,Bat Berri 2018,2018,"3,8",59,España / País Vasco / Bizkaiko Txakolina,"15,80",Vino blanco,Hondarrabi Zuri
Bodega Otto Bestué,Chardonnay 2021,2021,"3,7",39,España / Aragón / Somontano,"5,95",Vino blanco,Chardonnay
Castillo de Embid,Crianza 2012,2012,"3,4",198,España / Aragón / Cariñena,"6,95",Vino tinto,"Tempranillo, Garnacha"
Txakoli Arregi,Blanco 2016,2016,"3,8",40,España / País Vasco / Getariako Txakolina,"7,50",Vino blanco,Hondarrabi Zuri
Juvé & Camps,Gregal d'Espiells 2016,2016,"3,6",244,España / Cataluña / Penedès,"10,25",Vino blanco,"Malvasia, Gewürztraminer"
D. Mateos,Inconsciente Tempranillo Blanco 2019,2019,"3,7",145,España / Rioja,"10,50",Vino blanco,Tempranillo Blanco
Celler Cairats,Selecció 2016,2016,"3,9",30,España / Cataluña / Tarragona / Montsant,"13,90",Vino tinto,"Grenache, Carignan"
Baronia,Clos d'Englora AV 14 2016,2016,"3,8",72,España / Cataluña / Tarragona / Montsant,"29,15",Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Grenache, Merlot, Carignan"
Raventós i Blanc,Textures de Pedra Blanc de Negres 2017,2017,"4,1",104,España / Cataluña / Penedès,"29,18",Vino espumoso,100 % de Sumoll
Marqués de Murrieta,Castillo Ygay Gran Reserva Especial Tinto 2011,2011,"4,7",241,España / Rioja,"194,99",Vino tinto,100 % de Tempranillo
Castell d'Encus,Thalarn 2017,2017,"4,0",102,España / Cataluña / Costers del Segre,"33,70",Vino tinto,100 % de Shiraz/Syrah
Cherubino Valsangiacomo,Bobal de Sanjuan 2019,2019,"3,5",45,España / Valencia,"6,95",Vino tinto,Bobal
Bodegas Faustino,I Gran Reserva 1964,1964,"4,3",470,España / Rioja,"355,99",Vino tinto,100 % de Tempranillo
Lopez Cristobal,Tinto Roble 2018,2018,"3,7",334,España / Castilla y León / Ribera del Duero,"9,75",Vino tinto,100 % de Tinta del Pais
Vega Sicilia,Unico Reserva Especial Edición 2018,2018,"4,8",450,España / Castilla y León / Ribera del Duero,484,Vino tinto,100 % de Tempranillo
Raimat,Clamor Rosado 2021,2021,"3,7",105,España / Cataluña / Costers del Segre,"4,50",Vino rosado,"Cabernet Sauvignon, Merlot"
Sota els Àngels,Tinto 2007,2007,"4,4",33,España / Cataluña / Empordà,"41,62",Vino tinto,100 % de Cabernet Sauvignon
Barahonda,Carro 2014,2014,"3,7",3755,España / Murcia / Yecla,"5,55",Vino tinto,"50 % de Monastrell, 20 % de Shiraz/Syrah, 20 % de Merlot, 10 % de Tempranillo"
Ca N'Estruc,Bi xarel-lo 2018,2018,"3,9",39,España / Cataluña,"25,25",Vino blanco,Xarel-lo
Raventós i Blanc,De Nit Rosado 2017,2017,"4,1",1349,España / Cataluña,34,Vino espumoso,"Macabeo, Parellada, Monastrell"
Garbó,Negre 2016,2016,"3,5",268,España / Cataluña / Tarragona / Montsant,"7,89",Vino tinto,"Tempranillo, Shiraz/Syrah, Merlot"
Cinco Leguas,La Maldición Malvar 2020,2020,"3,6",50,España / Madrid,"10,50",Vino blanco,Malvar
Bodegas Marisol Rubio,CIPMA Blanco 2019,2019,"4,0",33,España / Castilla / La Mancha,"17,49",Vino blanco,100 % de Pedro Ximenez
Cal Pla,Priorat 2016,2016,"4,0",488,España / Cataluña / Priorato,20,Vino tinto,100 % de Garnacha
Veronica Salgado,Capricho Crianza 2017,2017,"4,4",56,España / Castilla y León / Ribera del Duero,"17,46",Vino tinto,Tempranillo
Bodegas Faustino,Art Collection Crianza 2019,2019,"3,9",63,España / Rioja,"6,29",Vino tinto,Tempranillo
Familia Torres,Atrium Merlot 2015,2015,"3,6",816,España / Cataluña / Penedès,"17,20",Vino tinto,100 % de Merlot
Monte Real,Reserva 2017,2017,"3,8",1017,España / Rioja,"11,95",Vino tinto,100 % de Tempranillo
Dominio de la Vega,Paraje Tornel Bobal 2016,2016,"3,8",184,España / Valencia / Utiel-Requena,"10,90",Vino tinto,100 % de Bobal
Bodegas Faustino,I Gran Reserva 1987,1987,"4,1",333,España / Rioja,80,Vino tinto,100 % de Tempranillo
Ferrer Bobet,Priorat Vinyes Velles 2012,2012,"4,2",588,España / Cataluña / Priorato,"34,30",Vino tinto,100 % de Tempranillo
Pascona,Lo Petitó de Pascona 2021,2021,"3,6",30,España / Cataluña / Tarragona / Montsant,"7,15",Vino tinto,"Shiraz/Syrah, Merlot"
Na Sol de Rechenna,Brut Nature N.V.,5111,"3,2",154,España / Cava,"6,90",Vino espumoso,"Chardonnay, Macabeo"
Castaño,Solanera Viñas Viejas 2016,2016,"3,7",718,España / Murcia / Yecla,"11,13",Vino tinto,"70 % de Monastrell, 15 % de Cabernet Sauvignon, 15 % de Garnacha Tintorera"
Pujanza,Hado 2017,2017,"3,7",123,España / Rioja,"10,95",Vino tinto,100 % de Tempranillo
Chozas Carrascal,Las 2 Ces Blanco 2020,2020,"3,6",36,España / Valencia / Utiel-Requena,"7,48",Vino blanco,"Sauvignon Blanc, Macabeo"
Joan Simó,Les Sentius 2018,2018,"4,1",55,España / Cataluña / Priorato,"15,29",Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Grenache, Merlot, Samsó"
Rodríguez de Vera,Sopla Levante La Horca 2019,2019,"3,8",39,España / Valencia / Alicante,"15,95",Vino blanco,Merseguera
Familia Torres,Sangre de Toro 2019,2019,"3,1",427,España / Cataluña,"5,65",Vino tinto,"65 % de Garnacha Tinta, 35 % de Cariñena"
Agro de Bazán,Granbazán Etiqueta Verde Albariño 2019,2019,"3,9",1087,España / Galicia / Rías Baixas,"10,85",Vino blanco,100 % de Albariño
Clos Figueras,Clos Figueres 2015,2015,"4,3",207,España / Cataluña / Priorato,"57,49",Vino tinto,100 % de Garnacha
