winery,wine,year,rating,num_review,region,price,type,grapes
Volver,Paso a Paso Tempranillo 2020,2020,"3,7",102,España / Castilla,"6,18",Vino tinto,100 % de Tempranillo
Succès,La Cuca de Llum 2019,2019,"3,8",286,España / Cataluña / Conca de Barberà,"7,89",Vino tinto,100 % de Trepat
Castellroig,Finca Sabaté i Coca Sø Blanco 2019,2019,"3,7",92,España / Cataluña / Penedès,"12,57",Vino blanco,Xarel-lo
R. López de Heredia,Viña Bosconia Reserva 2009,2009,"4,2",1943,España / Rioja / Rioja Alta,"22,90",Vino tinto,100 % de Tempranillo
Castell d'Encus,Acusp 2018,2018,"3,9",196,España / Cataluña / Costers del Segre,"35,90",Vino tinto,100 % de Pinot Noir
Puerta Vieja,Crianza 2017,2017,"3,5",338,España / Rioja,"6,03",Vino tinto,"80 % de Tempranillo, 15 % de Mazuelo, 5 % de Graciano"
Conreria d'Scala Dei,Nona 2019,2019,"3,7",58,España / Cataluña / Priorato,"12,80",Vino tinto,"Cabernet Sauvignon, Merlot, Garnacha, Samsó"
Delgado Zuleta,Monteagudo Moscatel N.V.,1094,"4,0",84,España / Andalucía / Jerez-Xérès-Sherry,,Vino fortificado,Muscatel
Josep Grau Viticultor,L'Efecte Volador Montsant 2020,2020,"3,9",124,España / Cataluña / Tarragona / Montsant,"8,95",Vino tinto,Grenache
Lagravera,Ónra Blanco 2019,2019,"3,8",132,España / Cataluña / Costers del Segre,"10,85",Vino blanco,"Garnacha Blanca, Sauvignon Blanc"
Las Moradas de San Martín,Albillo Real 2020,2020,"3,8",27,España / Madrid,"12,90",Vino blanco,Albillo
Diez Caballero,Vendemia Seleccionada 2015,2015,"3,9",140,España / Rioja,"18,25",Vino tinto,100 % de Tempranillo
Bodegas Ochoa,Finca Montijo Mi Selección 2005,2005,"4,1",67,España / Navarra,"37,90",Vino tinto,"Cabernet Sauvignon, Malbec, Merlot"
Avgvstvs,Primer Negre 2019,2019,"3,8",56,España / Cataluña / Penedès,"8,90",Vino tinto,"Grenache, Merlot, Tempranillo"
Castillo de Maetierra,Libalis Rosé 2015,2015,"3,3",92,España / Navarra / Valles de Sadacia,"8,50",Vino rosado,"Riesling, Moscatel de grano menudo"
Masia Serra,Mosst 2021,2021,"3,8",34,España / Cataluña / Empordà,"11,68",Vino blanco,"Grenache, Moscato, Garnacha Roja (Gris)"
A Coroa,Godello 2016,2016,"3,8",354,España / Galicia / Valdeorras,"11,90",Vino blanco,100 % de Godello
Artuke,Pies Negros Rioja 2018,2018,"3,8",774,España / Rioja,25,Vino tinto,"90 % de Tempranillo, 10 % de Graciano"
Barbadillo,Aged 30 Years Amontillado Sherry N.V.,3842,"4,0",89,España / Andalucía / Jerez-Xérès-Sherry / Jerez Amontillado,,Vino fortificado,100 % de Palomino
Protos,Aire de Protos 2020,2020,"3,8",188,España / Castilla y León / Cigales,"7,90",Vino rosado,100 % de Tinto Fino
Bodegas Frontonio,Telescópico Garnacha 2013,2013,"3,7",62,España / Aragón / Valdejalón,"14,95",Vino tinto,100 % de Garnacha Tinta
Viñas del Vero,Tempranillo - Cabernet Sauvignon Crianza 2005,2005,"3,3",44,España / Aragón / Somontano,"6,67",Vino tinto,"Cabernet Sauvignon, Tempranillo"
Toro Albalá,Don PX Pedro Ximenez 1946,1946,"4,8",108,España / Andalucía / Montilla-Moriles,"45,50",Vino fortificado,Pedro Ximenez
Álvaro Palacios,Quiñon de Valmira 2016,2016,"4,5",94,España / Rioja,"375,81",Vino tinto,100 % de Tempranillo
Artuke,Pies Negros Rioja 2019,2019,"3,7",392,España / Rioja,"10,64",Vino tinto,"90 % de Tempranillo, 10 % de Graciano"
Vins del Tros,La Blanca Amfora 2017,2017,"3,8",62,España / Cataluña / Terra Alta,"15,80",Vino blanco,Garnacha Blanca
Domènech.Vidal,Freyé Syrah - Tempranillo 2019,2019,"3,6",62,España / Cataluña / Penedès,"7,62",Vino tinto,"Shiraz/Syrah, Tempranillo"
Mont-Ferrant,AgustÍ Vilaret 2008,2008,"4,0",50,España / Cava,"23,95",Vino espumoso,"Xarel-lo, Parellada, Chardonnay, Macabeo"
Viñedos de Páganos,El Puntido 2015,2015,"4,3",957,España / Rioja,"33,82",Vino tinto,100 % de Tempranillo
Micro Bio (MicroBio),La Banda del Argilico 2020,2020,"4,0",26,España / Castilla y León,"15,55",Vino blanco,100 % de Verdejo
Cuatro Rayas,Vendimia Nocturna Sauvignon 2021,2021,"3,6",41,España / Castilla y León / Rueda,"5,90",Vino blanco,100 % de Sauvignon Blanc
Cellers d'en Guilla,Vinya del Metge Garnatxa Roja 2019,2019,"3,8",30,España / Cataluña / Empordà,"11,95",Vino rosado,Grenache
Bodegas Lagunilla,Tempranillo 2016,2016,"3,5",33,España / Rioja,"13,43",Vino tinto,Tempranillo
Bodegas Amaren,Barrel Fermented White 2018,2018,"4,0",264,España / Rioja,"13,69",Vino blanco,"85 % de Viura, 15 % de Malvasia"
Contino,Rioja Graciano 2007,2007,"4,0",126,España / Rioja,"71,55",Vino tinto,100 % de Graciano
Palacio de Arganza,Tinto 1958,1958,"4,2",38,España / Castilla y León,"5,50",Vino tinto,Mencia
Beronia,Rioja Crianza 2017,2017,"3,7",1762,España / Rioja,"6,35",Vino tinto,100 % de Tempranillo
Alta Alella,Mirgin Reserva Brut Nature 2016,2016,"3,7",364,España / Cava,"14,63",Vino espumoso,100 % de Parellada
Casa Rojo,Enemigo Mío Garnacha 2021,2021,"4,0",53,España / Vino de España,"13,08",Vino de España,100 % de Grenache
Can Ràfols dels Caus,Pairal Xarel-lo 2014,2014,"4,2",61,España / Cataluña,"80,01",Vino blanco,Xarel-lo
Palomo Cojo,Verdejo 2019,2019,"3,7",246,España / Castilla y León / Rueda,"16,25",Vino blanco,100 % de Verdejo
Marqués de Murrieta,Reserva Rioja (Finca Ygay) 1970,1970,"4,0",29,España / Rioja,"113,88",Vino tinto,"Garnacha, Tempranillo, Mazuelo, Graciano"
Viñas del Vero,Colección Pago Los Canteras Syrah Somontano 2018,2018,"4,1",37,España / Aragón / Somontano,"10,90",Vino tinto,100 % de Shiraz/Syrah
Vins del Comtat,El Salze Monastrell 2017,2017,"3,8",274,España / Valencia,"12,90",Vino tinto,Monastrell
Albet i Noya,Lignum Penedès 2017,2017,"3,8",308,España / Cataluña / Penedès,"8,75",Vino tinto,"Shiraz/Syrah, Merlot, Cabernet Sauvignon"
Bodegas Príncipe de Viana,Crianza 2016,2016,"3,5",30,España / Navarra,"5,55",Vino tinto,"Merlot, Tempranillo, Cabernet Sauvignon"
El Angosto,Almendros Single Vineyard Tinto 2011,2011,"4,0",76,España / Valencia,"15,90",Vino tinto,"Marselan, Shiraz/Syrah, Garnacha"
Finca Río Negro,992 2013,2013,"3,4",112,España / Castilla,"10,50",Vino tinto,"Merlot, Tempranillo, Shiraz/Syrah, Cabernet Sauvignon"
Medrano Irazu,Amador Medrano Colección Privada Edición Limitada 2015,2015,"4,1",83,España / Rioja,19,Vino tinto,Tempranillo
Alto Moncayo,Veraton Garnacha 2014,2014,"4,2",1630,España / Aragón / Campo de Borja,"23,85",Vino tinto,100 % de Grenache
Bodegas Piedemonte,Cuatro Tierras 2018,2018,"3,5",170,España / Navarra,"7,89",Vino tinto,100 % de Cabernet Sauvignon
El Mas de l'A,Racorell 2018,2018,"4,1",81,España / Cataluña / Priorato,"19,80",Vino tinto,"Garnacha, Garnacha Roja (Gris), Garnacha Peluda"
Acustic Celler,Acústic Rosat 2018,2018,"4,0",35,España / Cataluña / Tarragona / Montsant,"10,76",Vino rosado,Garnacha
Laus,Crianza 2018,2018,"3,4",81,España / Aragón / Somontano,"6,45",Vino tinto,"Cabernet Sauvignon, Merlot"
Huerta de Albala,Barbazul Tinto 2019,2019,"3,6",163,España / Andalucía / Cádiz,"8,75",Vino tinto,100 % de Tintilla de Rota
Pagos de Híbera,Modernista Negre 2020,2020,"3,5",67,España / Cataluña / Terra Alta,"7,90",Vino tinto,"Ull de Llebre, Shiraz/Syrah, Garnacha, Samsó"
Casa Gran del Siurana,Priorat Cruor 2017,2017,"4,1",337,España / Cataluña / Priorato,"17,50",Vino tinto,100 % de Shiraz/Syrah
Recaredo,Terrers Brut Nature Gran Reserva 2018,2018,"4,0",65,España / Cataluña / Penedès,"20,45",Vino espumoso,100 % de Xarel-lo
Finca Los Aljibes,Cabernet Franc 2016,2016,"3,8",31,España / Castilla,"10,50",Vino tinto,100 % de Cabernet Franc
Juvé & Camps,Gregal d'Espiells 2018,2018,"3,7",134,España / Cataluña / Penedès,"10,25",Vino blanco,"Moscatel de Alejandría, Gewürztraminer"
Dominio Dostares,Estay Prieto Picudo 2016,2016,"3,5",199,España / Castilla y León / Bierzo,"7,80",Vino tinto,100 % de Prieto Picudo
Balbas,Ribera del Duero Crianza 2014,2014,"3,7",432,España / Castilla y León / Ribera del Duero,"21,25",Vino tinto,"Cabernet Sauvignon, Tempranillo"
Espectacle del Montsant,Tinto 2013,2013,"4,5",221,España / Cataluña / Tarragona / Montsant,"157,95",Vino tinto,100 % de Garnacha
Baltasar Gracián,El Politico Garnacha 2016,2016,"3,6",390,España / Aragón / Calatayud,"6,10",Vino tinto,100 % de Garnacha
Viña Zorzal,Garnacha Blanca 2019,2019,"3,6",69,España / Navarra,"7,50",Vino blanco,100 % de Garnacha Blanca
Finca Villacreces,Nebro Ribera del Duero 2009,2009,"4,3",108,España / Castilla y León / Ribera del Duero,"143,38",Vino tinto,100 % de Tempranillo
Bodegas Faustino,Crianza 2019,2019,"3,7",114,España / Rioja,"6,65",Vino tinto,100 % de Tempranillo
Soto y Manrique,Naranjas Azules Garnacha Rosado 2020,2020,"3,7",126,España / Castilla y León,"8,40",Vino rosado,100 % de Garnacha
Agusti Torello Mata,Cava Gran Reserva Brut Nature 2017,2017,"3,8",70,España / Cava,"15,66",Vino espumoso,Parellada
Autòcton Celler,Gran Autòcton Blanc 2017,2017,"4,0",51,España / Cataluña / Penedès,"17,20",Vino blanco,100 % de Xarel-lo
Valquejigoso,Dehesa Valquejigoso 2013,2013,"4,1",433,España / Madrid,"19,73",Vino tinto,"Merlot, Tempranillo, Petit Verdot, Graciano, Shiraz/Syrah, Cabernet Sauvignon"
Artadi,Tempranillo Vineyard Selection 2018,2018,"3,7",40,España / Vino de España,"10,02",Vino de España,100 % de Tempranillo
Olivardots,Groc d’Àmfora 2020,2020,"3,9",110,España / Cataluña / Empordà,"11,10",Vino blanco,"Macabeo, Garnacha Blanca, Garnacha Roja (Gris)"
El Maestro Sierra,Amoroso (Medium) N.V.,5004,"3,9",225,España / Andalucía / Jerez-Xérès-Sherry,"16,90",Vino fortificado,"Palomino, Pedro Ximenez"
José Pariente,Sauvignon Blanc 2020,2020,"4,1",847,España / Castilla y León / Rueda,"9,50",Vino blanco,100 % de Sauvignon Blanc
Castillo de Albai,Reserva Rioja 2013,2013,"3,6",743,España / Rioja,"8,50",Vino tinto,100 % de Tempranillo
Neo,Ribera del Duero Tinto 2017,2017,"3,9",659,España / Castilla y León / Ribera del Duero,29,Vino tinto,100 % de Tinto Fino
Finca Sandoval,Signo Bobal de Manchuela 2011,2011,"3,7",140,España / Castilla / Manchuela,"18,50",Vino tinto,Bobal
Bodegas San Román,Cartago Paraje de Pozo 2016,2016,"4,5",71,España / Castilla y León / Toro,"75,95",Vino tinto,Tinta de toro
La Veguilla,Crianza 2014,2014,"3,5",548,España / Castilla y León / Ribera del Duero,"15,90",Vino tinto,"Cabernet Sauvignon, Tempranillo"
Forlong,Ánfora 2018,2018,"3,7",60,España / Andalucía / Cádiz,"15,80",Vino tinto,100 % de Tintilla de Rota
Conreria d'Scala Dei,Les Brugueres 2018,2018,"4,2",417,España / Cataluña / Priorato,"32,08",Vino tinto,"Shiraz/Syrah, Garnacha Tinta"
Abad,Carracedo Mencía Tinto 2016,2016,"3,9",181,España / Castilla y León / Bierzo,"16,15",Vino tinto,Mencia
El Regajal,Selección Especial 2019,2019,"3,8",160,España / Madrid,"15,40",Vino tinto,100 % de Tempranillo
Bodegas Bhilar,Bhilar Plots Rioja Blanco 2020,2020,"3,9",33,España / Rioja,"11,50",Vino blanco,"90 % de Viura, 10 % de Garnacha Blanca"
Gallina,Tempranillo 2020,2020,"3,7",39,España / Castilla / La Mancha,"5,64",Vino tinto,Tempranillo
MontRubí,Durona Tinto 2018,2018,"3,5",31,España / Cataluña / Penedès,"14,50",Vino tinto,"Garnacha, Samsó, Sumoll"
St. Petroni,Branco Vermú N.V.,2489,"4,3",161,España / Galicia,"13,90",Vino fortificado,Albariño
Hacienda Solano,Peña Lobera 2016,2016,"4,6",58,España / Castilla y León / Ribera del Duero,"74,50",Vino tinto,100 % de Tinto Fino
Viña Mayor,Rueda Verdejo 2021,2021,"3,9",245,España / Castilla y León / Rueda,"5,95",Vino blanco,Verdejo
Gramona,Cava Enoteca Finca La Plana Brut Nature 2000,2000,"4,3",49,España / Cava,152,Vino espumoso,"Chardonnay, Tempranillo, Macabeo, Xarel-lo, Parellada"
Vega Sicilia,Unico Reserva Especial Edición 2020,2020,"4,8",88,España / Castilla y León / Ribera del Duero,"435,75",Vino tinto,100 % de Tinto Fino
Fuentespina,Granate Roble (Oak Aged) Ribera del Duero 2020,2020,"3,0",35,España / Castilla y León / Ribera del Duero,"5,90",Vino tinto,Tempranillo
D. Mateos,Insensato Garnacha 2019,2019,"3,9",371,España / Rioja,"10,95",Vino tinto,Garnacha
Hacienda Albae,Malbec 2018,2018,"3,6",28,España / Castilla / La Mancha,"7,20",Vino tinto,Malbec
Bodegas El Nido,El Nido 2019,2019,"4,7",149,España / Murcia / Jumilla,"147,48",Vino tinto,100 % de Cabernet Sauvignon
Soto y Manrique,Naranjas Azules Garnacha Rosado 2021,2021,"3,6",46,España / Castilla y León,"8,40",Vino rosado,100 % de Garnacha
Palacio de Arganza,Tinto 1985,1985,"3,6",26,España / Castilla y León,"5,50",Vino tinto,Mencia
Sangenís I Vaqué,Coranya 2014,2014,"4,2",59,España / Cataluña / Priorato,"28,95",Vino tinto,"50 % de Cariñena, 50 % de Garnacha"
Bertha,Lounge Rosé 2014,2014,"3,9",46,España / Cava,"11,34",Vino espumoso,Garnacha
La Rioja Alta,Viña Ardanza Reserva 1985,1985,"4,4",74,España / Rioja,"22,50",Vino tinto,"Tempranillo, Graciano"
Bodegas Faustino,V Reserva 2001,2001,"4,0",185,España / Rioja,"19,36",Vino tinto,Tempranillo
Pago de Carraovejas,Tinto 2019,2019,"4,5",3698,España / Castilla y León / Ribera del Duero,"34,90",Vino tinto,100 % de Merlot
Herència Altés,Trementinaire Garnatxa Blanca 2018,2018,"4,1",38,España / Cataluña / Terra Alta,"17,95",Vino blanco,Grenache Blanc
Remírez de Ganuza,Rioja Reserva Fincas de Ganuza 2005,2005,"4,0",547,España / Rioja,"49,95",Vino tinto,"Tempranillo, Graciano, Viura"
Dominio de Pingus,Flor de Pingus 2005,2005,"4,5",672,España / Castilla y León / Ribera del Duero,125,Vino tinto,100 % de Tempranillo
Bodegas Valdemar,Conde de Valdemar Blanco 2020,2020,"3,7",124,España / Rioja,"5,80",Vino blanco,100 % de Viura
Terroir Al Límit Soc. Lda,Historic Tinto 2019,2019,"3,8",46,España / Cataluña / Priorato,"17,90",Vino tinto,100 % de Garnacha
Bodegas Faustino,VII Cabernet Sauvignon 2020,2020,"3,7",44,España / Vino de España,"4,21",Vino de España,Cabernet Sauvignon
Habla,Habla de Ti Sauvignon Blanc 2020,2020,"4,0",528,España / Extremadura,"9,90",Vino blanco,100 % de Sauvignon Blanc
Mas Patiràs,La Goja 2019,2019,"3,4",26,España / Cataluña / Empordà,"12,35",Vino tinto,Grenache
Viñátigo,Listán Negro 2020,2020,"3,8",82,España / Islas Canarias / Ycoden-Daute-Isora,"15,90",Vino tinto,100 % de Listan Negro
Bodegas Luis Perez,Tintilla Balbaina 2019,2019,"4,0",43,España / Andalucía / Cádiz,"19,95",Vino tinto,"Palomino, Tintilla de Rota"
Consejo de la Alta,Cata de Consejero Tempranillo 2014,2014,"4,0",71,España / Rioja,"35,95",Vino tinto,Tempranillo
Viña d'Mateo,Massimo Rosso 2018,2018,"3,6",88,España / Galicia / Ribeira Sacra,"8,90",Vino tinto,100 % de Mencia
Comando G,La Mujer Cañón 2015,2015,"4,1",66,España / Madrid,"89,25",Vino tinto,100 % de Garnacha
Tomàs Cusiné,Llebre 2018,2018,"3,7",542,España / Cataluña / Costers del Segre,"7,93",Vino tinto,100 % de Tempranillo
Can Xanet,Sibila 2017,2017,"4,3",35,España / Islas Baleares / Mallorca,"32,46",Vino tinto,Gorgollasa
Josep Grau Viticultor,La Florens 2018,2018,"4,3",50,España / Cataluña / Tarragona / Montsant,"24,05",Vino tinto,Grenache
Vinos en Voz Baja,Costumbres Tinto 2019,2019,"4,0",95,España / Rioja,"15,25",Vinos en Voz Baja,"Garnacha, Graciano"
Leda,Mas de Leda 2013,2013,"3,7",328,España / Castilla y León,"12,90",Vino tinto,100 % de Tempranillo
Dominio do Bibei,Lalume 2017,2017,"4,1",360,España / Galicia / Ribeiro,"15,74",Vino blanco,100 % de Treixadura
Mas Bertran,La Graua 2012,2012,"3,8",31,España / Cataluña / Penedès,"13,60",Vino espumoso,"Macabeo, Xarel-lo"
Allende,Martires Rioja 2016,2016,"4,3",85,España / Rioja,"108,63",Vino blanco,100 % de Viura
Emendis,Cabró! Negre Selecció 2021,2021,"3,2",31,España / Cataluña / Penedès,"5,19",Vino tinto,"Cabernet Sauvignon, Cabernet Franc, Tempranillo"
Atalaya,La Atalaya del Camino 2020,2020,"4,1",280,España / Castilla / Almansa,"10,27",Vino tinto,100 % de Garnacha Tintorera
Mas de Subirà,Criança 2018,2018,"3,9",150,España / Cataluña / Priorato,"15,95",Vino tinto,"Cabernet Sauvignon, Cariñena, Garnacha Tinta"
Thunder Wine Makers,Fils de Vi 2019,2019,"3,8",61,España / Cataluña / Priorato,21,Vino tinto,Garnacha
Pujanza,Rioja Norte 2013,2013,"4,1",43,España / Rioja,"49,90",Vino tinto,100 % de Tempranillo
Coca i Fitó,Rosa 2018,2018,"3,9",27,España / Cataluña / Tarragona / Montsant,"14,90",Vino rosado,100 % de Shiraz/Syrah
Leza García,Crianza 2014,2014,"3,6",63,España / Rioja,"10,65",Vino tinto,100 % de Tempranillo
Pago de Carraovejas,Cuesta de Las Liebres 2009,2009,"4,7",933,España / Castilla y León / Ribera del Duero,"194,90",Vino tinto,100 % de Tinto Fino
Casal de Armán,Blanco 2021,2021,"4,0",28,España / Galicia / Ribeiro,"12,45",Vino blanco,"Albariño, Godello, Treixadura"
Loxarel,Vintage Reserva Brut Nature 2014,2014,"3,9",81,España / Cataluña / Penedès,"6,45",Vino espumoso,"Macabeo, Xarel-lo, Chardonnay"
Finca Río Negro,992 2019,2019,"3,7",40,España / Castilla,"10,74",Vino tinto,"84 % de Tempranillo, 11 % de Shiraz/Syrah, 3 % de Merlot, 2 % de Cabernet Sauvignon"
Sierra Cantabria,Organza 2017,2017,"3,8",83,España / Rioja,"16,75",Vino blanco,"45 % de Viura, 35 % de Garnacha Blanca, 20 % de Malvasia"
El Mas de l'A,Quars 2018,2018,"4,1",78,España / Cataluña / Priorato,"21,90",Vino blanco,Grenache Blanc
Artífice,Listán Blanco de Canarias 2016,2016,"3,9",120,España / Islas Canarias / Ycoden-Daute-Isora,"46,75",Vino blanco,Palomino
Venus la Universal,Venus de la Figuera 2016,2016,"4,4",98,España / Cataluña / Tarragona / Montsant,"54,99",Vino tinto,100 % de Garnacha
Viñas del Vero,Blecua Somontano 2003,2003,"4,3",81,España / Aragón / Somontano,"73,90",Vino tinto,100 % de Cabernet Sauvignon
Bodegas La Soterraña,Eresma Sietesiete Verdejo 2020,2020,"3,2",43,España / Castilla y León / Rueda,"4,50",Vino blanco,Verdejo
D. Mateos,La Mateo Garnacha Cepas Viejas 2017,2017,"4,1",225,España / Rioja,"32,95",Vino tinto,Garnacha
Lopez Cristobal,Tinto Crianza 2018,2018,"3,9",149,España / Castilla y León / Ribera del Duero,"15,50",Vino tinto,100 % de Tempranillo
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera 2017,2017,"4,4",57,España / Cataluña / Priorato,"36,35",Vino tinto,100 % de Cariñena
Pradorey,Cuvée Premium 2020,2020,"3,8",32,España / Castilla y León / Ribera del Duero,"11,60",Vino tinto,100 % de Tempranillo
Loxarel,OPS Tinto 2020,2020,"3,7",26,España / Cataluña,"11,75",Vino tinto,Garnacha
Viñas del Vero,Gewürztraminer Somontano 2016,2016,"3,9",873,España / Aragón / Somontano,12,Vino blanco,100 % de Gewürztraminer
Martinez Lacuesta,Ventilla 71 Rioja 2008,2008,"3,9",59,España / Rioja,"10,95",Vino tinto,Tempranillo
Costers del Siurana,Miserere 2009,2009,"4,2",32,España / Cataluña / Priorato,"77,50",Vino tinto,"Merlot, Cariñena, Tempranillo, Cabernet Sauvignon"
Cuevas de Arom,AS Ladieras 2018,2018,"3,7",86,España / Aragón / Campo de Borja,"16,75",Vino tinto,100 % de Garnacha
Castillo Clavijo,Rioja Crianza Tempranillo - Garnacha 2012,2012,"3,5",483,España / Rioja,"6,20",Vino tinto,"Tempranillo, Garnacha"
Venta La Vega - Bodegas Almanseñas,Ternario 2 2016,2016,"3,4",44,España / Castilla / Almansa,"10,90",Vino tinto,100 % de Garnacha Tintorera
Alta Alella,Pansa Blanca 2020,2020,"3,7",116,España / Cataluña / Alella,"7,85",Vino blanco,Xarel-lo
Rodríguez de Vera,Sopla Levante Pinomar Merseguera - Moscatel de Alejandría 2019,2019,"3,6",61,España / Castilla,"15,95",Vino blanco,"Moscatel de Alejandría, Merseguera"
Lerma,Crianza Tinto 2014,2014,"3,6",60,España / Castilla y León / Arlanza,"9,50",Vino tinto,Tempranillo
Duc de Foix,Cava Brut Nature N.V.,5129,"3,3",279,España / Cava,"5,55",Vino espumoso,"Macabeo, Xarel-lo, Parellada"
Comando G,La Mujer Cañón 2016,2016,"4,1",31,España / Madrid,"89,25",Vino tinto,100 % de Garnacha
Bodegas Vallobera,Crianza Rioja 2018,2018,"3,7",425,España / Rioja,"8,40",Vino tinto,100 % de Tempranillo
