winery,wine,year,rating,num_review,region,price,type,grapes
Alvarez Duran,Dual 2018,2018,"4,4",32,España / Cataluña / Priorato,"15,97",Vino tinto,"Merlot, Cariñena, Garnacha Tinta, Shiraz/Syrah, Cabernet Sauvignon"
Jean Leon,Merlot - Petit Verdot Penedès 3055 2019,2019,"3,6",594,España / Cataluña / Penedès,"10,95",Vino tinto,"Merlot, Petit Verdot"
Berdié,Cava Gran Rupestre 2013,2013,"4,2",25,España / Cava,"14,90",Vino espumoso,"Macabeo, Xarel-lo, Parellada"
Bodegas Carramimbre,Altamimbre 2017,2017,"4,2",37,España / Castilla y León / Ribera del Duero,"26,90",Vino tinto,100 % de Tempranillo
Chozas Carrascal,Cava Reserva Brut Nature 2018,2018,"3,8",27,España / Cava,"17,50",Vino espumoso,"Chardonnay, Macabeo"
Telmo Rodriguez,LZ Rioja 2017,2017,"3,7",857,España / Rioja,"9,40",Vino tinto,"Garnacha, Tempranillo, Graciano"
Bodegas José L. Ferrer,Blanc de Blancs 2020,2020,"3,5",44,España / Islas Baleares / Mallorca / Binissalem-Mallorca,"11,95",Vino blanco,"Muscatel, Mollard, Chardonnay"
Vinessens - Casa Balaguer,Salicornio Moscatel 2021,2021,"4,1",34,España / Valencia / Alicante,"15,30",Vino blanco,Moscatel
Palacio de Villachica,Crianza 2016,2016,"4,1",107,España / Castilla y León / Toro,"12,75",Vino tinto,100 % de Tinta de toro
Condado de Oriza,Roble Ribera del Duero 2018,2018,"3,6",358,España / Castilla y León / Ribera del Duero,"16,94",Vino tinto,100 % de Tempranillo
Gorka Izagirre,Arima 2019,2019,"4,1",40,España / País Vasco / Bizkaiko Txakolina,"20,90",Vino de postre,Hondarrabi Zuri
La Locomotora,Rioja Gran Reserva 2010,2010,"4,1",69,España / Rioja,"29,90",Vino tinto,100 % de Tempranillo
Viña Sastre,Pesus Ribera del Duero 2009,2009,"4,5",76,España / Castilla y León / Ribera del Duero,465,Vino tinto,Tinto Fino
Terra i Vins,Brúixola Blanc 2016,2016,"3,8",32,España / Cataluña / Priorato,"16,45",Vino blanco,"Garnacha Blanca, Pedro Ximenez, Macabeo"
Varias,Pere Punyetes Blanc 2016,2016,"3,5",139,España / Cataluña / Penedès,"5,87",Vino blanco,"Muscatel, Xarel-lo"
Itsasmendi,Blanco 2020,2020,"3,9",73,España / País Vasco / Bizkaiko Txakolina,"10,25",Vino blanco,100 % de Hondarrabi Zuri
Celler Aixalà Alcait,Pardelasses 2017,2017,"4,0",56,España / Cataluña / Priorato,"15,30",Vino tinto,"Cariñena, Garnacha"
Peique,Mencía 2019,2019,"3,4",51,España / Castilla y León / Bierzo,"5,95",Vino tinto,100 % de Mencia
Cartoixa de Montsalvat,Montgarnatx 2013,2013,"4,1",50,España / Cataluña / Priorato,"26,97",Vino tinto,"Cariñena, Garnacha"
Finca Villacreces,Nebro Ribera del Duero 2015,2015,"4,5",41,España / Castilla y León / Ribera del Duero,"143,38",Vino tinto,100 % de Tinto Fino
Bernabeleva,Navaherreros Blanco 2017,2017,"3,6",168,España / Madrid,"12,90",Vino blanco,100 % de Albillo
Adega Ponte da Boga,Bancales Olvidados Mencía 2018,2018,"3,6",181,España / Galicia / Ribeira Sacra,"15,95",Vino tinto,100 % de Mencia
Mas Perinet,Perinet + Plus 2004,2004,"4,4",87,España / Cataluña / Priorato,"54,05",Vino tinto,"Shiraz/Syrah, Carignan, Garnacha"
Lan,Gran Reserva Rioja 2012,2012,"4,0",1087,España / Rioja,"19,70",Vino tinto,"90 % de Tempranillo, 10 % de Mazuelo"
Marques de Velilla,Doncel de Mataperras 2015,2015,"3,4",36,España / Castilla y León / Ribera del Duero,"29,83",Vino tinto,Tinta del Pais
Bodegas Roda,Sela Rioja 2019,2019,"3,9",226,España / Rioja,"14,85",Vino tinto,"95 % de Tempranillo, 3 % de Garnacha, 2 % de Graciano"
Barahonda,Zona Zepa Monastrell 2015,2015,"4,5",32,España / Murcia / Yecla,"59,90",Vino tinto,100 % de Monastrell
Alcorta,Atrevido Verdejo 2021,2021,"3,6",33,España / Castilla y León / Rueda,"6,30",Vino blanco,"85 % de Verdejo, 10 % de Sauvignon Blanc, 5 % de Viura"
Jané Ventura,Do Gran Reserva 2014,2014,"4,1",36,España / Cava,"15,95",Vino espumoso,"Macabeo, Xarel-lo, Parellada"
Vinyes Domenech,Bancal del Bosc Tinto 2016,2016,"3,8",446,España / Cataluña / Tarragona / Montsant,"10,50",Vino tinto,100 % de Garnacha
Los Frailes,Naturel 2019,2019,"3,6",33,España / Valencia,"8,75",Vino tinto,"40 % de Shiraz/Syrah, 40 % de Garnacha, 20 % de Monastrell"
Bracamonte,Crianza 2015,2015,"4,1",76,España / Castilla y León / Ribera del Duero,"10,70",Vino tinto,100 % de Tempranillo
Viña Pedrosa,Pérez Pascuas Gran Reserva Selección 2014,2014,"4,4",185,España / Castilla y León / Ribera del Duero,"245,53",Vino tinto,"90 % de Tinto Fino, 10 % de Cabernet Sauvignon"
Adega Familiar Eladio Piñeiro,Frore de Carme 2017,2017,"4,1",105,España / Galicia / Rías Baixas,"29,90",Vino blanco,100 % de Albariño
Romate,Perdido Fino N.V.,2796,"3,7",487,España / Andalucía / Jerez-Xérès-Sherry / Jerez Fino,,Vino fortificado,Garrido Fino
Gómez Cruzado,Honorable 2015,2015,"4,2",348,España / Rioja,"23,99",Vino tinto,"Garnacha, Tempranillo, Mazuelo, Graciano, Viura"
Vinícola Real,200 Monges Rioja Reserva 2012,2012,"4,4",187,España / Rioja,"37,57",Vino tinto,"85 % de Tempranillo, 10 % de Graciano, 5 % de Garnacha"
Albet i Noya,Martí Reserva Penedès 2015,2015,"4,4",50,España / Cataluña / Penedès,"40,95",Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Garnacha"
Palacio de Bornos,Verdejo 2020,2020,"3,6",284,España / Castilla y León / Rueda,"5,83",Vino blanco,100 % de Verdejo
Acustic Celler,Braó Vinyes Velles de 60 Ans 2017,2017,"4,2",102,España / Cataluña / Tarragona / Montsant,"21,25",Vino tinto,"90 % de Cariñena, 10 % de Garnacha"
Federico Paternina,Banda Azul Crianza 2017,2017,"3,5",3028,España / Rioja,"4,21",Vino tinto,"Tempranillo, Garnacha"
De Moya,Sofia 2018,2018,"4,3",227,España / Valencia,"21,35",Vino tinto,100 % de Bobal
Coral Duero,Salgadero 2018,2018,"4,2",28,España / Castilla y León / Toro,"16,75",Vino tinto,100 % de Tinta de toro
Obalo,San Roque 2019,2019,"3,5",32,España / Rioja,"7,50",Vino tinto,100 % de Tempranillo
Maisulan,12 Tempranillo - Graciano 2012,2012,"3,2",42,España / Rioja / Rioja Alavesa,9,Vino tinto,"Tempranillo, Graciano"
Gramona,Mart Xarel-lo Vermell 2021,2021,"4,1",139,España / Cataluña / Penedès,"11,40",Vino rosado,100 % de Xarel-lo
Bodega Elias Mora,Toro 2V Premium 2005,2005,"4,4",70,España / Castilla y León / Toro,44,Vino tinto,Tempranillo
Bodegueros Quinta Esencia,Silbon 2019,2019,"3,9",86,España / Castilla y León / Toro,"9,95",Vino tinto,100 % de Tempranillo
Alvear,Palacio Quemado Crianza 2016,2016,"3,7",311,España / Extremadura / Ribera del Guadiana,"7,89",Vino tinto,"95 % de Tempranillo, 5 % de Cabernet Sauvignon"
Clos Pons,Cava Flocs Brut Rosé N.V.,6777,"3,8",58,España / Cava,"7,30",Vino espumoso,"Grenache, Pinot Noir"
Ca N'Estella,Gran Clot dels Oms Chardonnay 2019,2019,"3,9",29,España / Cataluña / Penedès,"13,60",Vino blanco,Chardonnay
Dominio del Urogallo,Pésico Blanco 2017,2017,"3,5",32,España / Asturias,"21,40",Vino blanco,"Albarin Blanco, Albillo"
Bodegas Clunia,Tempranillo 2014,2014,"3,9",88,España / Castilla y León,"14,50",Vino tinto,100 % de Tempranillo
Atalaya,Alaya Tierra (Old Vines Vieilles Vignes) 2019,2019,"4,4",981,España / Castilla / Almansa,"21,90",Vino tinto,100 % de Garnacha Tintorera
Cal Batllet - Celler Ripoll Sans,D'Iatra(Artai) Gratallops 2015,2015,"4,0",380,España / Cataluña / Priorato,"16,75",Vino tinto,"Cariñena, Garnacha, Shiraz/Syrah, Cabernet Sauvignon, Merlot"
Gran Feudo,Rosado 2021,2021,"3,4",97,España / Navarra,"3,69",Vino rosado,Garnacha Tinta
Jané Ventura,Vinyes Blanques 2020,2020,"4,1",35,España / Cataluña / Penedès,"7,95",Vino blanco,100 % de Xarel-lo
Terroir Al Límit Soc. Lda,Les Manyes 2015,2015,"4,4",105,España / Cataluña / Priorato,"187,50",Vino tinto,100 % de Garnacha
Pascona,Lo Petitó de Pascona 2019,2019,"3,6",141,España / Cataluña / Tarragona / Montsant,"7,15",Vino tinto,"Shiraz/Syrah, Merlot"
Oxer Wines,Kalamity Rioja 2017,2017,"4,4",84,España / Rioja,"114,95",Vino tinto,"48 % de Tempranillo, 48 % de Garnacha, 2 % de Viura, 2 % de Garnacha Blanca"
Borsao Bodegas,Crianza (Selección Crianza) 2015,2015,"3,9",1096,España / Aragón / Campo de Borja,"7,37",Vino tinto,"Shiraz/Syrah, Garnacha, Tempranillo"
Agusti Torello Mata,Cava Reserva Brut 2015,2015,"3,7",492,España / Cava,"12,60",Vino espumoso,"Macabeo, Parellada"
Cillar de Silos,Torresilo Ribera del Duero 2019,2019,"4,3",71,España / Castilla y León / Ribera del Duero,"32,50",Vino tinto,100 % de Tempranillo
Monteabellon,Verdejo 2020,2020,"3,8",122,España / Castilla y León / Rueda,"7,20",Vino blanco,Verdejo
Castell del Remei,Brut Nature N.V.,1809,"3,5",186,España / Cava,"8,95",Vino espumoso,"Chardonnay, Macabeo, Xarel-lo, Parellada"
Canopy,Loco 2016,2016,"4,2",39,España / Castilla / Méntrida,"26,80",Vino blanco,100 % de Garnacha Blanca
Cinema,Paraiso 2012,2012,"4,0",38,España / Castilla y León / Ribera del Duero,"23,90",Vino tinto,Tempranillo
Bodegas Virgen de Galir,Pagos del Galir Godello 2021,2021,"3,8",214,España / Galicia / Valdeorras,"11,50",Vino blanco,100 % de Godello
Cuatro Pasos,Rosado 2021,2021,"3,6",38,España / Castilla y León / Bierzo,"7,90",Vino rosado,Mencia
La Rioja Alta,Viña Arana Gran Reserva 2012,2012,"4,3",1520,España / Rioja,"25,54",Vino tinto,100 % de Tempranillo
Ferrer Bobet,Priorat Vinyes Velles 2017,2017,"4,4",681,España / Cataluña / Priorato,"34,30",Vino tinto,100 % de Cariñena
Yllera,12 Meses en Barrica Tempranillo 2018,2018,"3,8",242,España / Castilla y León / Ribera del Duero,"5,99",Vino tinto,100 % de Tempranillo
Raúl Pérez,Ultreia Mencía 2019,2019,"4,1",28,España / Castilla y León / Bierzo,15,Vino tinto,Mencia
El Escocés Volante,La Multa Old Vine Garnacha 2018,2018,"3,5",61,España / Aragón / Calatayud,"6,30",Vino tinto,Garnacha
Finca de la Rica,El Nómada 2009,2009,"3,6",49,España / Rioja,"14,25",Vino tinto,Tempranillo
Bodegas Franco-Españolas,Royal 1970,1970,"4,2",26,España / Rioja,48,Vino tinto,Tempranillo
Hiruzta,Hondarrabi Zuri 2021,2021,"3,9",194,España / País Vasco / Getariako Txakolina,"12,95",Vino blanco,Hondarrabi Zuri
Heras Cordon,Rioja Reserva 2011,2011,"3,9",542,España / Rioja,"26,90",Vino tinto,"Tempranillo, Mazuelo, Graciano"
Josep Grau Viticultor,Rogers Garnatxa 2016,2016,"4,0",55,España / Cataluña / Tarragona / Montsant,"31,45",Vino tinto,Grenache
Orben,Orben 2018,2018,"4,1",513,España / Rioja,"18,45",Vino tinto,100 % de Tempranillo
Dominio Dostares,Tombú Prieto Picudo 2019,2019,"3,5",32,España / Castilla y León,"8,85",Vino rosado,100 % de Prieto Picudo
Laventura,Viura 2018,2018,"3,7",86,España / Rioja,"18,25",Vino blanco,Viura
Descendientes de J. Palacios,Las Lamas Bierzo (Corullón) 2017,2017,"4,3",53,España / Castilla y León / Bierzo,125,Vino tinto,100 % de Mencia
Contino,Reserva 2005,2005,"4,1",191,España / Rioja,"94,90",Vino tinto,"Garnacha, Tempranillo, Mazuelo, Graciano"
Bodegas Ateca,Atteca Garnacha (Old Vines) 2017,2017,"4,1",1009,España / Aragón / Calatayud,"11,01",Vino tinto,100 % de Grenache
Celler Xavier Clua,Mas d'en Pol Barrica 2016,2016,"3,8",34,España / Cataluña / Terra Alta,"10,30",Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Grenache, Merlot"
Finca Río Negro,Red Blend 2017,2017,"3,9",138,España / Castilla,"15,90",Vino tinto,"57 % de Tempranillo, 17 % de Cabernet Sauvignon, 15 % de Shiraz/Syrah, 11 % de Merlot"
Hispano Suizas,Impromptu Sauvignon Blanc 2018,2018,"4,1",292,España / Valencia / Utiel-Requena,"21,89",Vino blanco,100 % de Sauvignon Blanc
Parés Baltà,Syrah Radix Rosé 2020,2020,"4,1",45,España / Cataluña / Penedès,"19,90",Vino rosado,Shiraz/Syrah
Tarsus,T3rno Seleccion de 3 Parcelas Ribera del Duero 2017,2017,"4,3",49,España / Castilla y León / Ribera del Duero,"38,50",Vino tinto,100 % de Tempranillo
El Vínculo,Crianza 2015,2015,"3,7",781,España / Castilla / La Mancha,"10,75",Vino tinto,100 % de Tempranillo
Descendientes de J. Palacios,Moncerbal Bierzo (Corullón) 2009,2009,"4,3",35,España / Castilla y León / Bierzo,"269,95",Vino tinto,100 % de Mencia
4 Kilos Vinícola,Gallinas & Focas 2016,2016,"3,9",287,España / Islas Baleares / Mallorca,"22,51",Vino tinto,"80 % de Manto Negro, 20 % de Shiraz/Syrah"
Viña Salceda,Rioja Reserva Conde De La Salceda 2016,2016,"4,1",277,España / Rioja,22,Vino tinto,100 % de Tempranillo
Eduardo Garrido Garcia,Reserva 2014,2014,"3,9",78,España / Rioja,15,Vino tinto,Tempranillo
Abadal,Franc 2020,2020,"3,7",111,España / Cataluña / Pla de Bages,"7,85",Vino tinto,"50 % de Cabernet Franc, 40 % de Tempranillo, 10 % de Sumoll"
Pepe Mendoza Casa Agrícola,Pureza 2018,2018,"3,9",50,España / Valencia / Alicante,"17,50",Vino blanco,100 % de Muscat of Alexandria
Hacienda Albae,Chardonnay 2018,2018,"3,7",51,España / Castilla / La Mancha,"7,48",Vino blanco,Chardonnay
Vionta,Albariño 2018,2018,"3,7",1129,España / Galicia / Rías Baixas,"9,29",Vino blanco,100 % de Albariño
Viña Albina,Reserva 2017,2017,"3,7",545,España / Rioja,"7,95",Vino tinto,100 % de Tempranillo
Estefanía,Tilenus Pagos de Posada Bierzo Mencia 2015,2015,"3,8",187,España / Castilla y León / Bierzo,"16,90",Vino tinto,100 % de Mencia
Cunqueiro,III Tercermilenium Blanco 2020,2020,"4,2",389,España / Galicia / Ribeiro,"12,95",Vino blanco,"Albariño, Loureiro, Godello, Treixadura"
Terra i Vins,les Roques de Benet 2013,2013,"3,4",41,España / Aragón / Bajo Aragón,"7,95",Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Garnacha"
Viñas del Vero,Chardonnay - Macabeo Blanco Somontano 2020,2020,"3,4",195,España / Aragón / Somontano,"4,50",Vino blanco,"Chardonnay, Macabeo"
Juan Manuel Burgos,Avan Ok Roble 2019,2019,"3,5",145,España / Castilla y León / Ribera del Duero,"6,70",Vino tinto,100 % de Tempranillo
Finca Athus,Crianza 2018,2018,"3,6",72,España / Rioja,"8,35",Vino tinto,100 % de Tempranillo
Talai - Berri,Getariako Txakolina Blanco 2021,2021,"3,5",25,España / País Vasco / Getariako Txakolina,"8,95",Vino blanco,Hondarrabi Zuri
Félix Solís,Mucho Más Tinto - Black Edition N.V.,1327,"4,1",1172,España / Vino de España,"5,99",Vino de España,"Shiraz/Syrah, Tempranillo"
Albet i Noya,Finca La Milana Penedès 2016,2016,"4,1",89,España / Cataluña / Penedès,"26,20",Vino tinto,"Merlot, Garnacha, Tempranillo, Cabernet Sauvignon"
Crapula,Gold 2018,2018,"3,5",47,España / Murcia / Jumilla,"10,25",Vino tinto,"50 % de Shiraz/Syrah, 50 % de Monastrell"
Olivares,Tres Viñedos Monastrell 2017,2017,"3,7",37,España / Murcia / Jumilla,"14,78",Vino tinto,100 % de Mourvedre
Chivite,Navarra Coleccion 125 Blanco 2018,2018,"4,4",178,España / Navarra,"52,21",Vino blanco,100 % de Chardonnay
Pradorey,Finca Valdelayegua Crianza 2017,2017,"3,9",524,España / Castilla y León / Ribera del Duero,"12,95",Vino tinto,"93 % de Tempranillo, 7 % de Merlot"
Bodegas Gormaz,12 Linajes Reserva 2007,2007,"4,0",190,España / Castilla y León / Ribera del Duero,"15,73",Vino tinto,Tempranillo
Alta Alella,Cau d'en Genís 2019,2019,"4,0",142,España / Cataluña / Alella,15,Vino blanco,Xarel-lo
Tinto Pesquera,Millenium Reserva 2015,2015,"4,4",166,España / Castilla y León / Ribera del Duero,140,Vino tinto,100 % de Tinto Fino
Remírez de Ganuza,Rioja Viña Coqueta 2009,2009,"4,2",226,España / Rioja,"38,50",Vino tinto,"90 % de Tempranillo, 10 % de Graciano"
Coca i Fitó,Jaspi d'Or 2016,2016,"3,9",61,España / Cataluña / Terra Alta,15,Vino blanco,"80 % de Garnacha Blanca, 20 % de Macabeo"
Marqués de Murrieta,Reserva Especial Rioja 1991,1991,"4,0",74,España / Rioja,70,Vino tinto,Tempranillo
Cruz de Alba,Finca Los Hoyales Ribera del Duero 2015,2015,"4,5",173,España / Castilla y León / Ribera del Duero,"72,75",Vino tinto,100 % de Tempranillo
Coma d'En Bonet,Dardell Tinto 2020,2020,"3,7",48,España / Cataluña / Terra Alta,"5,95",Vino tinto,"Shiraz/Syrah, Garnacha"
Ordóñez,Nisia Las Suertes Verdejo Old Vines 2016,2016,"4,1",241,España / Castilla y León / Rueda,"21,60",Vino blanco,100 % de Verdejo
Eñe,Premium 2015,2015,"4,0",37,España / Castilla y León / Ribera del Duero,"15,75",Vino tinto,Tempranillo
Troç d'En Ros,La Bèstia Blanca 2016,2016,"4,2",30,España / Cataluña / Empordà,"20,81",Vino blanco,Xarel-lo
Celler Laurona,6 Vinyes de Laurona 2006,2006,"4,0",76,España / Cataluña / Tarragona / Montsant,"34,90",Vino tinto,"Grenache, Cariñena"
Castillo Perelada,Només Garnatxa Blanca 2021,2021,"3,8",58,España / Cataluña / Empordà,"7,25",Vino blanco,100 % de Garnacha Blanca
Dehesa del Carrizal,Colección Privada 2016,2016,"4,3",169,España / Castilla / Dehesa del Carrizal,"24,76",Vino tinto,"Shiraz/Syrah, Merlot, Cabernet Sauvignon"
Vizcarra,Ribera del Duero Torralvo 2017,2017,"4,3",52,España / Castilla y León / Ribera del Duero,"32,45",Vino tinto,100 % de Tinto Fino
Victoria Ordoñez,Martí-Aguilar 2016,2016,"4,3",35,España / Andalucía / Málaga,65,Vino tinto,"60 % de Petit Verdot, 20 % de Shiraz/Syrah, 20 % de Tempranillo"
Bodegueros Quinta Esencia,Sofros El Monaguillo 2015,2015,"4,2",28,España / Castilla y León / Toro,"23,62",Vino tinto,100 % de Tempranillo
Divina Proporción,Platón Tinto 2019,2019,"4,4",107,España / Castilla y León / Toro,"24,74",Vino tinto,100 % de Tempranillo
Viña Mayor,Ribera del Duero Tinto Roble 2020,2020,"3,4",30,España / Castilla y León / Ribera del Duero,"6,79",Vino tinto,100 % de Tempranillo
AT Roca,Rosat Reserva Brut 2019,2019,"3,8",42,España / Cataluña / Penedès,"12,15",Vino espumoso,"50 % de Macabeo, 50 % de Garnacha"
Pago de Carraovejas,El Anejón 2016,2016,"4,7",501,España / Castilla y León / Ribera del Duero,"89,90",Vino tinto,"Cabernet Sauvignon, Merlot, Tempranillo"
Valdespino,Promesa Moscatel N.V.,8116,"4,1",295,España / Andalucía / Jerez-Xérès-Sherry,"14,90",Vino fortificado,100 % de Moscatel
Mas Doix,Salanques 2018,2018,"4,1",179,España / Cataluña / Priorato,"33,88",Vino tinto,"65 % de Garnacha, 25 % de Cariñena, 10 % de Shiraz/Syrah"
Rafael Palacios,Louro Godello 2021,2021,"4,2",492,España / Galicia / Valdeorras,"17,45",Vino blanco,100 % de Godello
Viñedos Hermanos Hernáiz,El Pedal Tempranillo 2019,2019,"3,4",189,España / Rioja / Rioja Alta,"7,51",Vino tinto,100 % de Tempranillo
Espelt,Coma Bruna 2017,2017,"4,3",94,España / Cataluña / Empordà,"21,45",Vino tinto,100 % de Shiraz/Syrah
Vetus,Flor de Vetus Verdejo 2013,2013,"3,5",317,España / Castilla y León / Rueda,"6,95",Vino blanco,100 % de Verdejo
El Lagar de Isilla,Crianza 2017,2017,"3,7",63,España / Castilla y León / Ribera del Duero,"13,95",Vino tinto,100 % de Tempranillo
Bodega Elias Mora,Toro 2018,2018,"3,9",492,España / Castilla y León / Toro,"9,80",Vino tinto,100 % de Tinta de toro
Murua,VS Rioja Tempranillo 2019,2019,"4,0",31,España / Rioja,"13,60",Vino tinto,"90 % de Tempranillo, 10 % de Mazuelo"
Bodega Badiola,L4GD4 Viñas Viejas 2018,2018,"4,1",94,España / Rioja / Rioja Alavesa,"24,90",Vino tinto,Tempranillo
Casado Morales,EME Graciano 2014,2014,"3,6",31,España / Rioja / Rioja Alavesa,"3,80",Vino tinto,Graciano
Torelló,Raimonda 2015,2015,"3,9",85,España / Cataluña / Penedès,"13,50",Vino tinto,"Cabernet Sauvignon, Merlot, Tempranillo"
Quinta Sardonia,QS 2014,2014,"4,3",370,España / Castilla y León,"34,50",Vino tinto,100 % de Tinto Fino
Olivardots,Vd’O 6 Blanc - Sorra 2017,2017,"4,2",25,España / Cataluña / Empordà,"25,35",Vino blanco,Cariñena
Protos,Gran Reserva 2012,2012,"4,2",1954,España / Castilla y León / Ribera del Duero,"38,84",Vino tinto,100 % de Tinto Fino
Garciarevalo,Tresolmos Classic Verdejo 2021,2021,"3,9",40,España / Castilla y León / Rueda,"7,50",Vino blanco,100 % de Verdejo
El Escocés Volante,Manda Huevos Blanco 2018,2018,"3,8",31,España / Cataluña,"21,95",Vino blanco,"95 % de Macabeo, 5 % de Garnacha Blanca"
Codorníu,Clasico Seco N.V.,8260,"3,3",78,España / Cava,"7,99",Vino espumoso,"Macabeo, Xarel-lo, Parellada"
La Casa de Las Locas,Godello 2021,2021,"4,2",38,España / Galicia / Monterrei,"11,90",Vino blanco,100 % de Godello
Bodegas Valdelana,AGNVS Crianza Tempranillo 2018,2018,"3,8",115,España / Rioja,"12,50",Vino tinto,"95 % de Tempranillo, 5 % de Graciano"
Celler Piñol,L'Avi Arrufi 2013,2013,"4,1",138,España / Cataluña / Terra Alta,"19,35",Vino tinto,"60 % de Cariñena, 30 % de Garnacha, 10 % de Shiraz/Syrah"
Daterra Viticultores,Portela do Vento 2018,2018,"3,8",252,España / Galicia / Ribeira Sacra,"15,95",Vino tinto,100 % de Mencia
Lolea,No. 2 White Sangria Frizzante N.V.,3615,"3,9",1567,España / Aragón,"8,50",Vino espumoso,"Chardonnay, Macabeo"
Alvear,Palacio Quemado Los Acilates 2015,2015,"3,4",55,España / Extremadura,"17,40",Vino tinto,"Shiraz/Syrah, Garnacha Tintorera"
Diez Caballero,Tempranillo Crianza 2017,2017,"3,6",170,España / Rioja,"9,45",Vino tinto,100 % de Tempranillo
Herència Altés,Garnatxa Blanca 2018,2018,"3,8",389,España / Cataluña / Terra Alta,"7,70",Vino blanco,100 % de Garnacha Blanca
Losada,Bierzo Red 2019,2019,"4,1",259,España / Castilla y León / Bierzo,"9,99",Vino tinto,100 % de Mencia
Raimat,Cava Brut N.V.,3887,"3,6",865,España / Cava,,Vino espumoso,"95 % de Chardonnay, 5 % de Pinot Noir"
R. López de Heredia,Viña Tondonia Reserva 2010,2010,"4,3",941,España / Rioja,"32,90",Vino tinto,100 % de Tempranillo
Bodegas Ochoa,Finca El Bosque Rosado de Lágrima 2018,2018,"3,5",164,España / Navarra,"6,14",Vino rosado,"Garnacha, Cabernet Sauvignon"
Finca Moncloa,Viñedos Propios 2018,2018,"4,1",85,España / Andalucía / Cádiz,"15,37",Vino tinto,100 % de Tintilla de Rota
Dominio del Águila,Reserva 2017,2017,"4,4",184,España / Castilla y León / Ribera del Duero,59,Vino tinto,100 % de Bobal
Federico Paternina,Banda Oro Crianza 2018,2018,"3,4",31,España / Rioja,"5,70",Vino tinto,"Grenache, Tempranillo, Carignan"
Castillo de Monjardin,El Cerezo Pinot Noir (Old Vines) 2017,2017,"3,7",193,España / Navarra,"10,75",Vino tinto,100 % de Pinot Noir
Gutiérrez de la Vega,Ulises Tinto 2018,2018,"3,6",36,España / Valencia / Alicante,"9,45",Vino tinto,"Shiraz/Syrah, Mourvedre, Girò"
Gramona,Sauvignon Blanc Penedès 2018,2018,"4,0",67,España / Cataluña / Penedès,"18,33",Vino blanco,Sauvignon Blanc
Señorío de Libano,Digma Reserva 2006,2006,"4,1",102,España / Rioja,57,Vino tinto,Tempranillo
Celler Piñol,L'Avi Arrufi 2016,2016,"3,9",79,España / Cataluña / Terra Alta,"18,60",Vino tinto,100 % de Garnacha Blanca
