winery,wine,year,rating,num_review,region,price,type,grapes
Parés Baltà,Penedès Parellada - Xarel-lo - Macabeo Blanc De Pacs 2020,2020,"3,9",96,España / Cataluña / Penedès,"7,80",Vino blanco,"Parellada, Chardonnay, Macabeo, Xarel-lo"
Viñátigo,Marmajuelo 2021,2021,"4,1",65,España / Islas Canarias / Ycoden-Daute-Isora,"19,20",Vino blanco,Marmajuelo
Forlong,Ánfora 2018,2018,"3,7",60,España / Andalucía / Cádiz,"15,80",Vino tinto,100 % de Tintilla de Rota
Castaño,Dominio Espinal Rosado 2018,2018,"3,4",82,España / Murcia / Yecla,"4,30",Vino rosado,Monastrell
Mas d'en Gil,Coma Alta Priorat 2018,2018,"4,1",27,España / Cataluña / Priorato,27,Vino blanco,Garnacha Blanca
Cellers d'en Guilla,Vinya del Metge Garnatxa Roja 2019,2019,"3,8",30,España / Cataluña / Empordà,"11,95",Vino rosado,Grenache
Viña Nora,Val de Nora 2019,2019,"3,5",37,España / Galicia / Rías Baixas,"6,50",Vino blanco,100 % de Albariño
Viña Mayor,Ribera del Duero Tinto Roble 2018,2018,"3,6",1367,España / Castilla y León / Ribera del Duero,"6,79",Vino tinto,100 % de Tempranillo
Viña Albina,Verdejo 2020,2020,"3,4",68,España / Castilla y León / Rueda,"6,90",Vino blanco,100 % de Verdejo
Bodega Juan Carlos Sancha,Ad Libitum Maturana Tinta 2019,2019,"4,0",51,España / Rioja,"9,90",Vino tinto,100 % de Maturana Tinta
Museum,Reserva 2001,2001,"4,1",52,España / Castilla y León / Cigales,"11,92",Vino tinto,Tempranillo
Balaguer I Cabre,Ruella 2019,2019,"3,5",30,España / Cataluña / Priorato,"13,50",Vino tinto,Garnacha
Juan Pinero,Manzanilla Jarona N.V.,6125,"3,4",29,España / Andalucía / Jerez-Xérès-Sherry / Manzanilla,"6,20",Vino fortificado,Palomino
Cillar de Silos,Tempranillo Ribera del Duero 2021,2021,"3,7",69,España / Castilla y León / Ribera del Duero,"9,45",Vino tinto,Tempranillo
Bodegas Naluar & Acediano,Acediano 2018,2018,"4,3",146,España / Castilla y León / Ribera del Duero,52,Vino tinto,Tempranillo
Tábula,Damana Crianza Tempranillo 2018,2018,"3,9",277,España / Castilla y León / Ribera del Duero,"13,45",Vino tinto,100 % de Tempranillo
Finca Mónica,Tempranillo Rioja 2018,2018,"3,4",96,España / Rioja,"5,90",Vino tinto,Tempranillo
Barbadillo,Castillo de San Diego 2020,2020,"3,3",604,España / Andalucía / Cádiz,"5,40",Vino blanco,100 % de Palomino
El Coto,875m Finca Carbonera Tinta di Altura Tempranillo 2018,2018,"3,6",196,España / Rioja,"10,50",Vino tinto,100 % de Tempranillo
Remírez de Ganuza,Rioja Reserva Fincas de Ganuza 2014,2014,"4,2",716,España / Rioja,"33,99",Vino tinto,100 % de Tempranillo
Josep Grau Viticultor,La Florens 2017,2017,"4,1",62,España / Cataluña / Tarragona / Montsant,"24,85",Vino tinto,Grenache
Cellers Grifoll Declara,Gran Predicat Blanc 2018,2018,"4,3",35,España / Cataluña / Priorato,"26,05",Vino blanco,Garnacha Blanca
Volver,Tarima Hill Old Vines Monastrell 2020,2020,"4,0",48,España / Valencia / Alicante,"9,36",Vino tinto,100 % de Monastrell
Attis,Attis Embaixador Albariño 2018,2018,"4,4",80,España / Galicia / Rías Baixas,"30,10",Vino blanco,Albariño
Martin Berdugo,Crianza 2014,2014,"3,8",287,España / Castilla y León / Ribera del Duero,"10,87",Vino tinto,100 % de Tempranillo
Partida Creus,XL Ancestral 2019,2019,"4,2",38,España / Cataluña,"22,40",Vino espumoso,100 % de Xarel-lo
Telmo Rodriguez,Al-Muvedre Tinto Monastrell 2019,2019,"3,5",188,España / Valencia / Alicante,"5,95",Vino tinto,100 % de Mourvedre
Puerta Vieja,Crianza 2017,2017,"3,5",338,España / Rioja,"6,03",Vino tinto,"80 % de Tempranillo, 15 % de Mazuelo, 5 % de Graciano"
Bodegas Roda,Roda I Reserva Rioja 2005,2005,"4,4",803,España / Rioja,97,Vino tinto,100 % de Tempranillo
Tentenublo,Escondite del Ardacho Las Guillermas 2016,2016,"4,1",55,España / Rioja,"43,90",Vino tinto,100 % de Tempranillo
Sedella,Red Blend (Las Vinuelas de la Axarquia) 2015,2015,"3,5",27,España / Andalucía / Sierras de Málaga,"44,90",Vino tinto,"Garnacha, Moscatel"
Altos Ibéricos,Parcelas de Graciano 2015,2015,"3,6",188,España / Rioja,"16,90",Vino tinto,100 % de Graciano
Lustau,Botaina Amontillado Sherry (Dry) N.V.,2583,"3,6",367,España / Andalucía / Jerez-Xérès-Sherry / Jerez Amontillado,"18,90",Vino fortificado,Palomino
Bodegas Victorianas,Monterio Tempranillo 2010,2010,"3,1",66,España / Castilla / La Mancha,2,Vino tinto,Tempranillo
Valdesil,Godello Sobre Lias 2017,2017,"3,8",297,España / Galicia / Valdeorras,"13,20",Vino blanco,100 % de Godello
Agro de Bazán,Granbazán Albariño Etiqueta Ámbar 2015,2015,"3,9",509,España / Galicia / Rías Baixas,"13,50",Vino blanco,100 % de Albariño
Loxarel,Garnatxa Blanca 2018,2018,"4,0",28,España / Cataluña / Penedès,"11,20",Vino blanco,Garnacha Blanca
Hacienda López de Haro,Gran Reserva Classica Tinto 2001,2001,"4,4",152,España / Rioja,"44,90",Vino tinto,"Graciano, Tempranillo"
Sacristia AB,Amontillado Saca N.V.,6475,"4,4",74,España / Andalucía / Jerez-Xérès-Sherry,,Vino fortificado,Palomino
Estefanía,Tilenus La Florida Bierzo 2017,2017,"3,6",26,España / Castilla y León / Bierzo,"14,50",Vino tinto,100 % de Mencia
Bàrbara Forés,Abrisa't Garnatxa Blanca 2018,2018,"3,9",65,España / Cataluña / Terra Alta,"17,40",Vino blanco,100 % de Garnacha Blanca
Lan,D-12 Rioja 2016,2016,"3,9",734,España / Rioja,"10,95",Vino tinto,100 % de Tempranillo
Consejo de la Alta,Alta Río Crianza 2015,2015,"3,5",87,España / Rioja,"10,50",Vino tinto,Tempranillo
Valtravieso,Tinta Fina Ribera del Duero VT 2016,2016,"4,2",142,España / Castilla y León / Ribera del Duero,"26,50",Vino tinto,100 % de Tinto Fino
Zuazo Gaston,Crianza 2017,2017,"3,6",333,España / Rioja,"7,15",Vino tinto,100 % de Tempranillo
El Angosto,El Jefe de La Tribu 2011,2011,"3,9",66,España / Valencia,"18,50",Vino tinto,"Shiraz/Syrah, Monastrell"
Montecillo,Viña Monty Rioja Gran Reserva 1986,1986,"4,2",29,España / Rioja,72,Vino tinto,Tempranillo
Marqués de Murrieta,Dalmau Rioja 2015,2015,"4,5",122,España / Rioja,"84,95",Vino tinto,100 % de Graciano
Telmo Rodriguez,Ladeiras Do XIL Falcoeira A Capilla Single Vineyard 2016,2016,"4,2",83,España / Galicia / Valdeorras,"49,90",Vino tinto,Mencia
La Rioja Alta,Viña Alberdi Crianza 2013,2013,"4,0",669,España / Rioja,"13,86",Vino tinto,100 % de Tempranillo
Tianna Negre,Ses Nines Selecció 07/9 2020,2020,"3,9",35,España / Islas Baleares / Mallorca / Binissalem-Mallorca,"14,90",Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Merlot, Callet, Manto Negro"
Pujol Cargol,El Missatger Tinto 2018,2018,"3,8",58,España / Cataluña / Empordà,"10,44",Vino tinto,Samsó
Coca i Fitó,Negre 2011,2011,"4,1",270,España / Cataluña / Tarragona / Montsant,"28,50",Vino tinto,"Shiraz/Syrah, Garnacha"
Torelló,Blanc Tranquille 2020,2020,"3,4",48,España / Cataluña / Penedès,"6,84",Vino blanco,"Macabeo, Xarel-lo, Parellada"
Clos Mogador,Priorat 2012,2012,"4,4",705,España / Cataluña / Priorato,"73,90",Vino tinto,100 % de Tempranillo
Mas Blanch I Jove,Troballa Garnatxa Blanca 2018,2018,"3,6",29,España / Cataluña / Costers del Segre,"10,90",Vino blanco,Grenache Blanc
Martín Faixó,Perafita Rosat 2017,2017,"4,0",43,España / Cataluña / Empordà,"11,23",Vino rosado,"Cabernet Sauvignon, Grenache"
Can Ràfols dels Caus,Terraprima Blanc 2021,2021,"3,8",54,España / Cataluña / Penedès,"9,70",Vino blanco,"Riesling, Xarel-lo"
Hermanos Lurton,Cuesta de Oro Verdejo 2019,2019,"3,8",31,España / Castilla y León / Rueda,"15,50",Vino blanco,Verdejo
Armas de Guerra,Mencía 2016,2016,"3,5",502,España / Castilla y León / Bierzo,"8,90",Vino tinto,Mencia
Empordàlia,Coromina Empordà 2018,2018,"3,9",27,España / Cataluña / Empordà,"10,95",Vino tinto,"Carignan, Garnacha"
Viñas Altas,Sanlúcar de Barrameda N.V.,8956,"3,2",30,España / Andalucía / Jerez-Xérès-Sherry / Manzanilla,,Vino fortificado,"Albariño, Palomino"
Briego,Tiempo Crianza 2011,2011,"3,8",236,España / Castilla y León / Ribera del Duero,"12,90",Vino tinto,Tempranillo
Abad,Dom Bueno Mencia Laderas del Norte 2019,2019,"3,9",129,España / Castilla y León / Bierzo,"7,25",Vino tinto,Mencia
Apóstata,Old Vine Tempranillo 2019,2019,"3,9",59,España / Castilla / Uclés,"11,20",Vino tinto,Tempranillo
Lagar Da Condesa,Albariño Rías Baixas 2020,2020,"3,8",62,España / Galicia / Rías Baixas,"13,50",Vino blanco,100 % de Albariño
Viñedos Verticales,Filitas y Lutitas 2018,2018,"3,8",48,España / Andalucía / Sierras de Málaga,"16,90",Vino blanco,"90 % de Moscatel de Alejandría, 10 % de Pedro Ximenez"
Finca Constancia,Parcela 23 Tempranillo 2016,2016,"3,7",891,España / Castilla,"6,70",Vino tinto,100 % de Tempranillo
Casa Rojo,The Invisible Man 2015,2015,"3,4",529,España / Rioja / Rioja Alta,"17,50",Vino tinto,Tempranillo
Sierra Salinas,Mira 2013,2013,"3,7",116,España / Valencia / Alicante,"16,90",Vino tinto,"75 % de Monastrell, 25 % de Cabernet Sauvignon"
Alvear,Pedro Ximénez 1927 N.V.,0063,"4,1",1825,España / Andalucía / Montilla-Moriles,"13,43",Vino fortificado,100 % de Pedro Ximenez
Sierra Cantabria,Amancio 2007,2007,"4,6",72,España / Rioja,"89,95",Vino tinto,100 % de Tempranillo
Marqués de Griñon,Reserva (Colección Personal) 2016,2016,"3,7",71,España / Rioja,"11,95",Vino tinto,Tempranillo
Gregorio Martínez,Finca Tempranillo 2014,2014,"3,8",226,España / Rioja,"9,98",Vino tinto,100 % de Tempranillo
Gancedo,Xestal Mencía 2012,2012,"4,0",132,España / Castilla y León / Bierzo,"13,50",Vino tinto,100 % de Mencia
Clos Lentiscus,Perill Blanc 2018,2018,"4,1",208,España / Cataluña / Penedès,"15,63",Vino blanco,Xarel-lo
Meritxell Pallejà,Nita Priorat 2019,2019,"4,0",54,España / Cataluña / Priorato,"11,80",Vino tinto,"45 % de Garnacha, 35 % de Samsó, 15 % de Cabernet Sauvignon, 5 % de Shiraz/Syrah"
Bodegas Valdemar,Las Seis Alhajas Graciano 2015,2015,"4,1",34,España / Rioja,"20,15",Vino tinto,Graciano
Acustic Celler,Ritme Vinyes Velles Boniques 2013,2013,"3,8",911,España / Cataluña / Priorato,"45,89",Vino tinto,"70 % de Garnacha Blanca, 30 % de Macabeo"
Bodegas Arraez,Mala Vida Blanc 2019,2019,"3,6",58,España / Valencia,"6,90",Vino blanco,"Muscatel, Merseguera"
Bodegas Aradon,Tinto 2017,2017,"3,7",107,España / Rioja,"5,09",Vino tinto,"Tempranillo, Garnacha"
Descendientes de J. Palacios,Pétalos 2017,2017,"3,9",4387,España / Castilla y León / Bierzo,"14,25",Vino tinto,100 % de Mencia
Toro Albalá,Dos Claveles Blanco 2018,2018,"3,7",177,España / Andalucía / Montilla-Moriles,"7,80",Vino fortificado,100 % de Pedro Ximenez
De Moya,Gloria 2018,2018,"3,9",503,España / Valencia,"8,40",Vino tinto,100 % de Monastrell
Venta La Vega - Bodegas Almanseñas,Ternario 2 2016,2016,"3,4",44,España / Castilla / Almansa,"10,90",Vino tinto,100 % de Garnacha Tintorera
Marqués de Griñon,Blanco (Verdejo) 2017,2017,"3,6",128,España / Castilla y León / Rueda,"8,26",Vino blanco,100 % de Verdejo
De Moya,Sofia 2017,2017,"4,3",89,España / Valencia,"18,90",Vino tinto,100 % de Bobal
Quinta Milú,Ribera del Duero 2020,2020,"3,8",166,España / Castilla y León / Ribera del Duero,"9,75",Vino tinto,100 % de Tempranillo
Ca N'Estruc,Xarel-lo 2019,2019,"3,5",82,España / Cataluña,"9,45",Vino blanco,100 % de Xarel-lo
Finca Moncloa,Viñedos Propios 2017,2017,"4,1",610,España / Andalucía / Cádiz,"15,37",Vino tinto,Tintilla de Rota
Briego,Vendimia Seleccionada 2019,2019,"3,6",63,España / Castilla y León / Ribera del Duero,"7,90",Vino tinto,100 % de Tempranillo
El Miracle,Art 2020,2020,"3,5",25,España / Valencia / Alicante,"10,15",Vino tinto,"Shiraz/Syrah, Merlot, Tempranillo, Monastrell"
Joaquín Rebolledo,Barrica Valdeorras 2011,2011,"4,1",46,España / Galicia / Valdeorras,"9,20",Vino tinto,"Tempranillo, Cabernet Sauvignon, Mencia"
Muñana,Rojo 2011,2011,"3,8",184,España / Andalucía,"11,29",Vino tinto,"Tempranillo, Petit Verdot, Cabernet Sauvignon"
Pagos de Indalia,Flor de Indalia Blanco 2014,2014,"3,5",50,España / Andalucía / Ribera del Andarax,"7,50",Vino blanco,"Vermentino, Chardonnay, Sauvignon Blanc, Macabeo"
Naranjuez,Prisa Mata 2014,2014,"3,6",28,España / Andalucía,"17,40",Vino tinto,100 % de Tempranillo
Melonera,La Encina del Inglés Ronda 2019,2019,"3,4",46,España / Andalucía,"12,15",Vino tinto,Shiraz/Syrah
Trus,Crianza 2018,2018,"3,8",63,España / Castilla y León / Ribera del Duero,"14,75",Vino tinto,100 % de Tempranillo
Viña Albina,Reserva Vendimia Seleccionada 2017,2017,"3,7",232,España / Rioja,"11,50",Vino tinto,"80 % de Tempranillo, 15 % de Mazuelo, 5 % de Graciano"
Divina Proporción,Toro 24 Mozas 2019,2019,"3,9",791,España / Castilla y León / Toro,"9,10",Vino tinto,100 % de Tinta de toro
Bach,Extrísimo Semi Dulce 2020,2020,"3,5",283,España / Cataluña,"3,85",Vino blanco,"Macabeo, Xarel-lo"
Generación 1,Grandes Añadas 2015,2015,"3,9",154,España / Valencia / Utiel-Requena,"12,50",Vino tinto,"70 % de Bobal, 15 % de Shiraz/Syrah, 15 % de Cabernet Sauvignon"
Bodegas Faustino,I Gran Reserva 1993,1993,"4,2",158,España / Rioja,80,Vino tinto,Tempranillo
Laventura,Tempranillo 2018,2018,"3,8",27,España / Rioja,"18,50",Vino tinto,100 % de Tempranillo
Alfredo Maestro,Rosado Clasico de Valladolid 2019,2019,"3,8",120,España / Castilla y León,"12,40",Vino rosado,"Tempranillo, Garnacha"
Martinet,Els Escurçons 2016,2016,"4,4",57,España / Cataluña / Priorato,"75,50",Vino tinto,100 % de Garnacha
Castaño,Macabeo - Chardonnay 2018,2018,"3,4",102,España / Murcia / Yecla,"5,75",Vino blanco,100 % de Chardonnay
Baron de Ley,Rioja Rosado 2019,2019,"3,5",193,España / Rioja,"6,40",Vino rosado,100 % de Tempranillo
Itsasmendi,7 2018,2018,"3,8",126,España / País Vasco,"22,10",Vino blanco,"Riesling, Hondarrabi Zuri"
Muriel,Rioja Reserva 2015,2015,"3,9",421,España / Rioja,"15,95",Vino tinto,100 % de Tempranillo
Bodega Marañones,Marañones Garnacha 2017,2017,"3,7",343,España / Madrid,"16,80",Vino tinto,100 % de Garnacha
Tábula,Ribera del Duero Red 2016,2016,"4,0",245,España / Castilla y León / Ribera del Duero,"23,50",Vino tinto,100 % de Tempranillo
Fernando de Castilla,Classico Oloroso N.V.,8114,"3,5",77,España / Andalucía / Jerez-Xérès-Sherry,"14,25",Vino fortificado,100 % de Chardonnay
Casa Castillo,Las Gravas 2007,2007,"3,8",66,España / Murcia / Jumilla,"28,51",Vino tinto,"Monastrell, Garnacha"
Biniagual,Memòries de Biniagual Blanc 2019,2019,"3,8",36,España / Islas Baleares / Mallorca / Binissalem-Mallorca,"13,24",Vino blanco,"Prensal, Chardonnay, Muscat of Alexandria"
Alcorta,Roble 2019,2019,"3,5",46,España / Castilla y León / Ribera del Duero,"6,30",Vino tinto,100 % de Tinta del Pais
Bodega Emina,Verdejo 2020,2020,"3,5",153,España / Castilla y León / Rueda,"5,95",Vino blanco,100 % de Verdejo
Barbadillo,Cuco Seco Oloroso Sherry N.V.,0991,"3,7",429,España / Andalucía / Jerez-Xérès-Sherry / Jerez Oloroso,"19,47",Vino fortificado,100 % de Palomino
Celler Masroig,Pinyeres Vi Negre 2017,2017,"4,0",50,España / Cataluña / Tarragona / Montsant,"8,25",Vino tinto,"85 % de Garnacha, 15 % de Cariñena"
Jorge Navascues,La Nevera 2017,2017,"3,8",80,España / Aragón / Cariñena,"9,95",Vino tinto,"Cariñena, Garnacha"
La Locomotora,Rioja Crianza 2017,2017,"3,5",58,España / Rioja,"10,03",Vino tinto,100 % de Tempranillo
Menade,Nosso Verdejo 2020,2020,"4,0",322,España / Castilla y León,"10,90",Vino blanco,100 % de Verdejo
Javier Sanz Viticultor,Singular V Malcorta Verdejo 2021,2021,"4,2",32,España / Castilla y León / Rueda,"19,49",Vino blanco,100 % de Verdejo
Marqués de Griñon,Blanco (Verdejo) 2021,2021,"3,8",206,España / Castilla y León / Rueda,"6,90",Vino blanco,100 % de Verdejo
Bodegas Valdemar,Inspiración Sélección 2008,2008,"3,8",137,España / Rioja,"11,49",Vino tinto,"Tempranillo, Graciano"
Raventós i Blanc,Manuel Raventós 2011,2011,"4,1",65,España / Cataluña / Penedès,"68,50",Vino espumoso,100 % de Xarel-lo
Bodegas Vega de Yuso,Tres Matas Reserva 2016,2016,"4,3",25,España / Castilla y León / Ribera del Duero,24,Vino tinto,Tempranillo
Vins del Tros,Tremenda 2013,2013,"4,1",50,España / Cataluña / Terra Alta,"21,90",Vino tinto,Cariñena
Eguren Ugarte,Crianza 2019,2019,"3,7",31,España / Rioja,"7,30",Vino tinto,Tempranillo
Can Blau,Can Blau 2019,2019,"3,9",208,España / Cataluña / Tarragona / Montsant,"11,89",Vino tinto,100 % de Mazuelo
Clos Galena,Formíga de Vellut 2016,2016,"3,9",654,España / Cataluña / Priorato,"14,90",Vino tinto,"Shiraz/Syrah, Garnacha, Carignan"
Muga,Flor de Muga Blanco 2018,2018,"4,3",113,España / Rioja,32,Vino blanco,"Grenache Blanc, Viura, Maturana Blanca"
Berceo,Los Dominios de Berceo Prefiloxerico 2015,2015,"4,4",34,España / Rioja,"29,25",Vino tinto,Tempranillo
Gallina de Piel,Roca del Crit 2019,2019,"4,1",62,España / Cataluña / Empordà,"14,67",Vino tinto,100 % de Cariñena
Breca,Garnacha de Fuego 2020,2020,"3,6",91,España / Aragón / Calatayud,"8,15",Vino tinto,100 % de Grenache
Espelt,Quinze Roures 2021,2021,"3,9",35,España / Cataluña / Empordà,"10,95",Vino blanco,"Grenache Blanc, Grenache Gris"
Bodega Contador (Benjamín Romeo),La Cueva del Contador Rioja 2003,2003,"3,9",125,España / Rioja,"76,50",Vino tinto,Tempranillo
Viña Pedrosa,Reserva 2014,2014,"4,2",360,España / Castilla y León / Ribera del Duero,"33,55",Vino tinto,100 % de Tempranillo
Bruma del Estrecho,Paraje las Encebras 2016,2016,"4,0",37,España / Murcia / Jumilla,"16,30",Vino blanco,Airen
Finca de los Arandinos,Crianza 2016,2016,"4,0",91,España / Rioja,"9,50",Vino tinto,"Tempranillo, Mazuelo, Garnacha"
Mas d'en Blei,Blei 2015,2015,"3,9",117,España / Cataluña / Priorato,"14,25",Vino tinto,"Garnacha, Cabernet Franc, Samsó"
Sumarroca,Nostrat Blanc de Blancs 2021,2021,"3,5",86,España / Cataluña / Penedès,"5,50",Vino blanco,"Muscat Blanc, Macabeo, Xarel-lo, Parellada"
Gramona,Frisant De Gel Gewürztraminer 2018,2018,"4,2",36,España / Cava,"13,25",Vino espumoso,Gewürztraminer
Castell del Remei,Gotim Bru 2016,2016,"3,6",1567,España / Cataluña / Costers del Segre,"7,85",Vino tinto,100 % de Cabernet Sauvignon
Bodegas Godelia,Viernes Mencía 2020,2020,"3,5",35,España / Castilla y León / Bierzo,"6,65",Vino tinto,100 % de Mencia
Celler del Roure,Setze Gallets 2014,2014,"3,4",272,España / Valencia,"4,78",Vino tinto,"Merlot, Cabernet Sauvignon, Petit Verdot, Monastrell"
Casa Gran del Siurana,GR-171 Garnatxa Blanca 2019,2019,"3,9",94,España / Cataluña / Terra Alta,"8,20",Vino blanco,Garnacha Blanca
Pago del Vicario,Talva Blanco 2017,2017,"3,9",37,España / Castilla,"9,50",Vino blanco,"Garnacha Tinta, Sauvignon Blanc, Tempranillo, Chardonnay"
El Pacto,El Pacto de la Sonsierra 2019,2019,"3,9",472,España / Rioja,"11,20",Vino tinto,100 % de Tempranillo
Parés Baltà,Cabernet Franc - Merlot Mas Irene 2017,2017,"3,9",249,España / Cataluña / Penedès,"17,75",Vino tinto,"Merlot, Cabernet Franc"
Marqués de Riscal,Rioja Reserva 1994,1994,"4,3",309,España / Rioja,55,Vino tinto,100 % de Tempranillo
Presas Ocampo,Gran Alysius Listán Negro - Syrah 2018,2018,"3,9",46,España / Cataluña,"28,19",Vino tinto,"Shiraz/Syrah, Listan Negro"
Arínzano,Gran Vino Tinto 2016,2016,"4,2",27,España / Navarra / Arínzano,"89,54",Gran Vino Tinto,Tempranillo
Loess,Inspiration 2019,2019,"3,9",164,España / Castilla y León / Ribera del Duero,"8,90",Vino tinto,100 % de Tinta del Pais
Monasterio de Las Vinas,Reserva 2016,2016,"3,8",552,España / Aragón / Cariñena,"6,50",Vino tinto,Pinot Noir
Ramon Ramos,Parlaor 2016,2016,"3,5",171,España / Castilla y León / Toro,"7,01",Vino tinto,Tempranillo
Parxet,Cava Brut Nature 2017,2017,"3,9",246,España / Cava,"12,95",Vino espumoso,"Xarel-lo, Parellada, Macabeo"
Bodega Iniesta,Corazón Loco Tinto 2018,2018,"3,4",488,España / Castilla / Manchuela,"5,60",Vino tinto,"Shiraz/Syrah, Tempranillo"
Buil & Giné,Giné Rosat 2017,2017,"3,6",27,España / Cataluña / Priorato,"13,50",Vino rosado,"Grenache, Merlot"
Vega Sicilia,Unico Reserva Especial Edición 2017,2017,"4,7",564,España / Castilla y León / Ribera del Duero,"496,10",Vino tinto,"Tempranillo, Cabernet Sauvignon"
Pago del Cielo,Celeste Roble 2017,2017,"3,8",991,España / Castilla y León / Ribera del Duero,"9,15",Vino tinto,Tinto Fino
Freixenet,Cava Cuvée De Prestige Trepat 2019,2019,"4,3",54,España / Cava,"12,45",Vino espumoso,100 % de Trepat
Traslascuestas,Valcavado de Traslascuestas 2014,2014,"4,4",31,España / Castilla y León / Ribera del Duero,"35,48",Vino tinto,Tempranillo
Algueira,Brandan 2021,2021,"3,8",65,España / Galicia / Ribeira Sacra,"13,95",Vino blanco,100 % de Godello
Alceño,TW 12 (Twelve) Monastrell 2016,2016,"3,8",532,España / Murcia / Jumilla,"9,55",Vino tinto,"85 % de Monastrell, 15 % de Shiraz/Syrah"
Teso La Monja,Románico 2019,2019,"3,8",354,España / Castilla y León / Toro,"8,37",Vino tinto,100 % de Tinta de toro
Oliveda,Món Perdut Blanc 2021,2021,"3,6",27,España / Cataluña / Empordà,"5,17",Vino blanco,"Macabeo, Chardonnay"
Castellroig,Cava Rosat Brut N.V.,5377,"3,6",214,España / Cava,,Vino espumoso,100 % de Trepat
Juan Gil,Jumilla Silver Label 2014,2014,"3,9",2106,España / Murcia / Jumilla,"11,50",Vino tinto,100 % de Mourvedre
Remírez de Ganuza,Rioja Erre Punto Tinto 2015,2015,"3,4",128,España / Rioja,"13,80",Vino tinto,"Graciano, Viura, Tempranillo, Malvasia"
Horacio Calvente,Castillejos 2016,2016,"4,1",349,España / Andalucía / Granada Sur-Oeste,"19,43",Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Merlot, Tempranillo"
Bodega Sommos,Colección Syrah 2018,2018,"4,2",62,España / Aragón / Somontano,"24,90",Vino tinto,100 % de Shiraz/Syrah
Viña Cumbrero,Rioja Crianza 2017,2017,"3,4",103,España / Rioja,"4,79",Vino tinto,"95 % de Tempranillo, 5 % de Garnacha"
Pago Los Balancines,Mastines Garnacha Tintorera 2015,2015,"4,2",199,España / Extremadura / Ribera del Guadiana,"34,90",Vino tinto,100 % de Garnacha Tintorera
Pagos del Rey,Pago de Fuentecojo Tempranillo 2018,2018,"3,9",74,España / Castilla y León / Ribera del Duero,"17,19",Vino tinto,Tempranillo
Proelio,Cepa a Cepa Garnacha 2016,2016,"4,2",25,España / Rioja,"48,90",Vino tinto,100 % de Garnacha
Vinyes del Terrer,Terrer d'Aubert 2015,2015,"4,0",147,España / Cataluña / Tarragona,"15,75",Vino tinto,100 % de Cabernet Sauvignon
Cuatro Rayas,61 Vermouth Verdejo N.V.,0472,"4,1",165,España / Castilla y León / Rueda,"10,70",Vino fortificado,Verdejo
Irache,Rosado 2010,2010,"3,0",35,España / Navarra,"3,90",Vino rosado,"Tempranillo, Garnacha"
