winery,wine,year,rating,num_review,region,price,type,grapes
Allende,Aurus 2005,2005,"4,6",95,España / Rioja,"162,81",Vino tinto,100 % de Tempranillo
Equipo Navazos,Casa del Inca Pedro Ximénez 2017,2017,"3,8",74,España / Andalucía / Montilla-Moriles,"24,80",Vino fortificado,100 % de Pedro Ximenez
Hidalgo (La Gitana),En Rama N.V.,0904,"3,8",300,España / Andalucía / Jerez-Xérès-Sherry / Manzanilla,"12,50",Vino fortificado,100 % de Palomino
Finca La Estacada,12 Meses en Barrica Crianza 2017,2017,"3,5",60,España / Castilla / Uclés,"7,60",Vino tinto,100 % de Tempranillo
Cepa 21,Ribera del Duero Tinto 2018,2018,"4,2",463,España / Castilla y León / Ribera del Duero,"16,96",Vino tinto,100 % de Tempranillo
Pago Calzadilla,Gran Calzadilla 2007,2007,"4,2",90,España / Castilla / Pago Calzadilla,"34,75",Vino tinto,"75 % de Tempranillo, 25 % de Cabernet Sauvignon"
Mas Doix,Les Crestes 2012,2012,"3,8",726,España / Cataluña / Priorato,"17,25",Vino tinto,Garnacha
Bodegas Valdemar,Inspiración Graciano 2005,2005,"4,0",96,España / Rioja,"30,90",Vino tinto,100 % de Graciano
Viña Pomal,Reserva 1970,1970,"4,4",29,España / Rioja,"7,95",Vino tinto,Tempranillo
Mas Doix,Salanques 2007,2007,"4,2",230,España / Cataluña / Priorato,"33,88",Vino tinto,"Shiraz/Syrah, Cariñena, Garnacha"
Sandeman,Armada Superior Cream N.V.,7235,"4,1",70,España / Andalucía / Jerez-Xérès-Sherry,,Vino fortificado,100 % de Palomino
Caserío de Dueñas,Verdejo 2018,2018,"3,9",31,España / Castilla y León / Rueda,"16,45",Vino blanco,100 % de Verdejo
Romate,Amontillado Olvidado N.V.,5554,"4,1",147,España / Andalucía / Jerez-Xérès-Sherry,,Vino fortificado,Palomino
Baron de Ley,Finca Monasterio Rioja 2017,2017,"4,1",4035,España / Rioja,"20,62",Vino tinto,100 % de Tempranillo
L'Olivera,Eixaders 2018,2018,"4,0",48,España / Cataluña / Costers del Segre,"15,95",Vino blanco,Chardonnay
Barco del Corneta,Cucú Verdejo 2019,2019,"3,8",225,España / Castilla y León,"9,35",Vino blanco,100 % de Verdejo
Juvé & Camps,Pagos de Anguix Diez Meses en Barrica 2017,2017,"4,1",559,España / Castilla y León / Ribera del Duero,"21,95",Vino tinto,100 % de Tinto Fino
Muga,Crianza 2016,2016,"4,0",1743,España / Rioja,"16,90",Vino tinto,100 % de Tempranillo
Familia Torres,Atrium Chardonnay 2021,2021,"3,8",47,España / Cataluña / Penedès,"8,28",Vino blanco,100 % de Chardonnay
Celler Credo,Miranius 2021,2021,"3,9",66,España / Cataluña / Penedès,"9,35",Vino blanco,Xarel-lo
Bodega Contador (Benjamín Romeo),La Cueva del Contador Rioja 2018,2018,"4,4",107,España / Rioja,"67,90",Vino tinto,100 % de Tempranillo
Analec,La Romiguera 2017,2017,"4,0",27,España / Cataluña / Costers del Segre,11,Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Tempranillo"
Giró Ribot,Aikarai Muscat 2016,2016,"3,6",54,España / Cataluña / Penedès,"7,32",Vino blanco,Muscat Blanc
Alvear,PX Dulce Viejo 1927,1927,"4,1",34,España / Andalucía / Montilla-Moriles,"17,90",Vino fortificado,100 % de Pedro Ximenez
Bodegas Mauro,Godello Blanco 2015,2015,"4,3",137,España / Castilla y León / Bierzo,"92,45",Vino blanco,100 % de Godello
Llopart,'La Vida Secreta de les Plantes' Carmi Rosat 2020,2020,"4,0",36,España / Cataluña / Penedès,"9,50",Vino rosado,"Grenache, Sumoll"
Hiruzta,Hondarrabi Zuri 2021,2021,"3,9",194,España / País Vasco / Getariako Txakolina,"12,95",Vino blanco,Hondarrabi Zuri
Campo Viejo,Reserva 2015,2015,"3,8",7394,España / Rioja,"9,40",Vino tinto,100 % de Tempranillo
Remírez de Ganuza,Trasnocho 2011,2011,"4,5",309,España / Rioja,"110,50",Vino tinto,"Tempranillo, Graciano"
Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca 2018,2018,"4,3",1551,España / Castilla y León / Ribera del Duero,"26,90",Vino tinto,100 % de Tempranillo
Bodega Sommos,Varietales Blanco 2020,2020,"3,9",129,España / Aragón / Somontano,"8,15",Vino blanco,"40 % de Chardonnay, 40 % de Gewürztraminer, 20 % de Pinot Noir"
Bodegas Mas Alta,La Basseta 2016,2016,"4,4",121,España / Cataluña / Priorato,"68,45",Vino tinto,100 % de Cariñena
Comenge,Jacobus 2014,2014,"4,7",29,España / Castilla y León / Ribera del Duero,"195,90",Vino tinto,"Merlot, Tempranillo"
Comenge,Don Miguel 2010,2010,"4,2",82,España / Castilla y León / Ribera del Duero,"36,50",Vino tinto,"Cabernet Sauvignon, Tempranillo"
Oriol Rossell,Cava Brut N.V.,0624,"3,4",52,España / Cava,"6,17",Vino espumoso,"Chardonnay, Pinot Noir, Macabeo"
Freixenet,Cava Cuvée De Prestige Trepat 2018,2018,"4,1",31,España / Cava,"11,80",Vino espumoso,100 % de Trepat
Astrales,Ribera del Duero 2017,2017,"4,2",441,España / Castilla y León / Ribera del Duero,"21,90",Vino tinto,100 % de Tinto Fino
Pago de Vallegarcía,Petit Hipperia 2017,2017,"4,0",249,España / Castilla,"15,90",Vino tinto,"43 % de Shiraz/Syrah, 20 % de Merlot, 18 % de Cabernet Sauvignon, 14 % de Petit Verdot, 5 % de Cabernet Franc"
Torelló,Blanc Tranquille 2020,2020,"3,4",48,España / Cataluña / Penedès,"6,84",Vino blanco,"Macabeo, Xarel-lo, Parellada"
Dominio de Tares,El Paisano de Tares 2020,2020,"3,7",240,España / Castilla y León / Bierzo,"8,75",Vino tinto,"Mencia, Garnacha Tintorera"
Trossos del Priorat,Lo Petit de La Casa 2018,2018,"3,8",105,España / Cataluña,"12,35",Vino tinto,"Cabernet Sauvignon, Grenache"
Castillo de Monjardin,Navarra Reserva 2017,2017,"2,9",28,España / Navarra,"15,58",Vino tinto,100 % de Chardonnay
Sentencia,Tinto 2015,2015,"4,3",49,España / Valencia,"30,95",Vino tinto,"Shiraz/Syrah, Bobal, Garnacha"
Bodegas Virgen de Galir,Pagos del Galir Mencia 2019,2019,"3,8",39,España / Galicia / Valdeorras,"9,85",Vino tinto,Mencia
Bodegas Monte La Reina,Castillo de Monte la Reina Crianza 2016,2016,"4,0",219,España / Castilla y León / Toro,"9,95",Vino tinto,Tempranillo
Bodegas Valduero,Finca Azaya 2016,2016,"3,7",192,España / Castilla y León,"19,95",Vino tinto,100 % de Tempranillo
Pradorey,Lia 2019,2019,"3,7",126,España / Castilla y León / Ribera del Duero,"8,15",Vino rosado,100 % de Tempranillo
Bodegas La Soterraña,Etcétera Seco Blanco 2020,2020,"3,5",116,España / Castilla y León / Rueda,"7,90",Vino blanco,"Viura, Verdejo"
Campo Viejo,Crianza Vendimia Seleccionada 2017,2017,"3,7",282,España / Rioja,"6,20",Vino tinto,Tempranillo
Castelo de Pedregosa,Nûr Tinto 2015,2015,"3,9",109,España / Cataluña / Priorato,28,Vino tinto,Cariñena
Contreras Ruiz,Viña Barredero 2020,2020,"3,7",292,España / Andalucía / Condado de Huelva,4,Vino blanco,100 % de Zalema
Eudald Massana Noya,La Creueta Tinto 2017,2017,"3,8",33,España / Cataluña / Penedès,"10,29",Vino tinto,"Merlot, Petit Verdot, Cabernet Sauvignon"
Tinto Pesquera,Gran Reserva 2015,2015,"4,4",37,España / Castilla y León / Ribera del Duero,"74,50",Vino tinto,Tempranillo
Aalto,PS (Pagos Seleccionados) Ribera del Duero 2015,2015,"4,5",2909,España / Castilla y León / Ribera del Duero,"194,65",Vino tinto,100 % de Tempranillo
Jané Ventura,Do Gran Reserva 2013,2013,"3,9",54,España / Cava,"15,95",Vino espumoso,"Macabeo, Xarel-lo, Parellada"
Finca Collado,Delit Plaer de Monastrell 2017,2017,"4,0",210,España / Valencia,"21,80",Vino tinto,100 % de Monastrell
Raventós i Blanc,De La Finca 2016,2016,"4,0",416,España / Cataluña / Penedès,"20,75",Vino espumoso,"60 % de Xarel-lo, 30 % de Macabeo, 10 % de Parellada"
Les Cousins Marc & Adrià,L'Inconscient 2020,2020,"3,8",195,España / Cataluña / Priorato,"9,99",Vino tinto,100 % de Cariñena
Primitivo Collantes,Socaire Palomino 2018,2018,"4,0",136,España / Andalucía / Cádiz,"18,25",Vino blanco,Palomino
Attis,Attis Pedral 2016,2016,"3,9",26,España / Galicia / Rías Baixas,"29,10",Vino tinto,100 % de Pedral
Izadi,Salbide Rioja 2019,2019,"3,8",139,España / Rioja,"6,90",Vino tinto,100 % de Tempranillo
Orben,Orben 2010,2010,"3,8",230,España / Rioja,"22,95",Vino tinto,Tempranillo
Juan Gil,Pedrera Monastrell - Shiraz Jumilla 2017,2017,"3,5",48,España / Murcia / Jumilla,"4,14",Vino tinto,"Shiraz/Syrah, Monastrell"
Diez Siglos,Verdejo 2021,2021,"3,6",26,España / Castilla y León / Rueda,7,Vino blanco,100 % de Verdejo
Alta Alella,Laietà Gran Reserva Brut Nature 2018,2018,"4,1",53,España / Cava,"17,80",Vino espumoso,"Chardonnay, Pinot Noir, Xarel-lo"
Bodegas Carramimbre,Carramimbre Roble 2019,2019,"3,6",276,España / Castilla y León / Ribera del Duero,"7,55",Vino tinto,100 % de Tempranillo
Vinos del Paseante,El Pispa Garnatxa 2018,2018,"3,7",553,España / Cataluña / Tarragona / Montsant,"9,35",Vinos del Paseante,100 % de Garnacha
Maisulan,12 Tempranillo - Graciano 2012,2012,"3,2",42,España / Rioja / Rioja Alavesa,9,Vino tinto,"Tempranillo, Graciano"
Tianna Negre,Tinto 2018,2018,"4,1",78,España / Islas Baleares / Mallorca / Binissalem-Mallorca,"35,05",Vino tinto,100 % de Manto Negro
Herrero Bodega,Erre de Herrero Verdejo 2020,2020,"4,1",45,España / Castilla y León / Rueda,"6,90",Vino blanco,Verdejo
Finca Antigua,Crianza Unico 2014,2014,"3,7",161,España / Castilla / La Mancha,"7,70",Vino tinto,100 % de Tempranillo
Cérvoles,Colors Tinto 2018,2018,"3,8",285,España / Cataluña / Costers del Segre,"20,95",Vino tinto,100 % de Garnacha
La Val,Albariño Sobre Lías 2015,2015,"4,2",59,España / Galicia / Rías Baixas,"23,90",Vino blanco,100 % de Albariño
Can Ràfols dels Caus,Terraprima Blanc 2020,2020,"3,6",45,España / Cataluña / Penedès,"9,70",Vino blanco,"Riesling, Xarel-lo"
Bodegas San Román,Prima Tinto 2016,2016,"3,8",1949,España / Castilla y León / Toro,"10,70",Vino tinto,"85 % de Tinta de toro, 15 % de Grenache"
Dominio de Cair,Cair Cuvée 2018,2018,"3,8",902,España / Castilla y León / Ribera del Duero,"9,95",Vino tinto,"85 % de Tempranillo, 15 % de Merlot"
Montecillo,Reserva 2014,2014,"3,7",217,España / Rioja,"10,36",Vino tinto,"92 % de Tempranillo, 8 % de Mazuelo"
Valtea,Finca Garabato Cepas Vellas Albariño 2017,2017,"4,1",45,España / Galicia / Rías Baixas,"19,20",Vino blanco,Albariño
Zárate,Albariño 2020,2020,"4,0",1020,España / Galicia / Rías Baixas,"12,90",Vino blanco,100 % de Albariño
Viña Sastre,Pesus Ribera del Duero 2014,2014,"4,5",195,España / Castilla y León / Ribera del Duero,320,Vino tinto,100 % de Tempranillo
Carlos Moro,Oinoz Tempranillo Crianza 2016,2016,"3,9",615,España / Rioja,"11,95",Vino tinto,Tempranillo
Altanza,Rioja Reserva 1999,1999,"3,4",27,España / Rioja,"13,10",Vino tinto,Tempranillo
Pagos de Aráiz,Crianza 2018,2018,"4,0",145,España / Navarra,"5,95",Vino tinto,"Cabernet Sauvignon, Merlot, Tempranillo"
Finca Míllara,Cuesta de los Olivos 2019,2019,"3,8",55,España / Galicia / Ribeira Sacra,"12,90",Vino tinto,100 % de Mencia
Castro Brey,Castro Valdés Albariño 2019,2019,"3,7",62,España / Galicia / Rías Baixas,12,Vino blanco,Albariño
Ramón do Casar,Nobre 2017,2017,"3,9",158,España / Galicia / Ribeiro,"19,47",Vino blanco,Treixadura
Dehesa de Los Canónigos,Solideo 2017,2017,"4,4",190,España / Castilla y León / Ribera del Duero,"44,95",Vino tinto,"Cabernet Sauvignon, Tinto Fino, Albillo"
Telmo Rodriguez,Valdeorras Mencia Gaba do Xil 2015,2015,"3,5",300,España / Galicia / Valdeorras,"9,61",Vino tinto,100 % de Mencia
Marqués de Cáceres,Rioja Reserva 2016,2016,"3,9",1431,España / Rioja,"11,50",Vino tinto,100 % de Tempranillo
Tomàs Cusiné,Vilosell 2017,2017,"3,8",321,España / Cataluña / Costers del Segre,"11,20",Vino tinto,100 % de Tempranillo
Bodegas Valdemar,Valdemoreda Tempranillo 2012,2012,"3,2",267,España / Rioja,"4,75",Vino tinto,100 % de Tempranillo
Real de Asúa,Tinto 2011,2011,"4,2",62,España / Rioja,"74,41",Vino tinto,100 % de Tempranillo
Pinord,Taanug Crianza Cabernet Sauvignon - Merlot 2015,2015,"3,5",30,España / Cataluña / Penedès,"7,49",Vino tinto,"Cabernet Sauvignon, Merlot"
Señorío de Sarria,Vinedo Sotes Crianza 2014,2014,"3,6",45,España / Navarra,"8,30",Vino tinto,"Cabernet Sauvignon, Tempranillo, Mazuelo, Graciano, Garnacha"
Pittacum,Aurea 2011,2011,"4,2",320,España / Castilla y León / Bierzo,"21,99",Vino tinto,100 % de Mencia
Sonsierra,Fermentado en Barrica 2019,2019,"3,9",28,España / Rioja / Rioja Alta,"7,50",Vino blanco,100 % de Viura
Familia Torres,Reserva Real 2013,2013,"3,9",98,España / Cataluña / Penedès,240,Vino tinto,"Merlot, Cabernet Sauvignon, Cabernet Franc"
El Maestro Sierra,Fino Sherry N.V.,4951,"3,5",1088,España / Andalucía / Jerez-Xérès-Sherry / Jerez Fino,"13,90",Vino fortificado,100 % de Palomino
Señorío de Nava,Ribera del Duero Roble 2020,2020,"3,9",60,España / Castilla y León / Ribera del Duero,"6,63",Vino tinto,"Cabernet Sauvignon, Tempranillo"
Bodega de Bardos,Romántica Crianza 2019,2019,"4,0",340,España / Castilla y León / Ribera del Duero,"8,45",Vino tinto,100 % de Tempranillo
Artadi,Viñas de Gain 2019,2019,"4,1",203,España / Vino de España,"19,89",Vino de España,100 % de Tempranillo
Baltasar Gracián,El Discreto Viura - Garnacha 2020,2020,"3,7",36,España / Aragón / Calatayud,"5,30",Vino blanco,"Viura, Garnacha"
Oxer Wines,Suzzane Rioja 2018,2018,"4,2",232,España / Rioja,"35,01",Vino tinto,100 % de Garnacha
Franck Massard,Bellesa Perfecta 2017,2017,"3,9",123,España / Cataluña / Priorato,"17,50",Vino tinto,"60 % de Garnacha, 40 % de Cariñena"
El Vínculo,La Mancha Reserva 2011,2011,"3,5",28,España / Castilla / La Mancha,"17,90",Vino tinto,Tempranillo
Ca N'Estruc,Idoia Blanc 2020,2020,"3,9",49,España / Cataluña,"10,50",Vino blanco,100 % de Xarel-lo
Cune (CVNE),Reserva 2017,2017,"3,8",772,España / Rioja,"10,90",Vino tinto,"Tempranillo, Mazuelo"
Primitivo Collantes,Amontillado Fino Fossi N.V.,6747,"3,7",64,España / Andalucía / Jerez-Xérès-Sherry / Manzanilla,,Vino fortificado,Palomino
Fariña,Gran Colegiata Toro Crianza 2014,2014,"4,0",110,España / Castilla y León / Toro,"9,95",Vino tinto,Tempranillo
Muga,Torre Muga 2015,2015,"4,4",637,España / Rioja,65,Vino tinto,100 % de Tempranillo
Valdespino,Single Vineyard Inocente Fino Dry N.V.,4686,"3,6",2337,España / Andalucía / Jerez-Xérès-Sherry / Jerez Fino,"11,90",Vino fortificado,100 % de Palomino
Castaño,Monastrell Rosado 2018,2018,"3,2",75,España / Murcia / Yecla,"5,95",Vino rosado,100 % de Monastrell
Protos,Rosado (Clarete) 2021,2021,"3,7",72,España / Castilla y León / Cigales,"6,26",Vino rosado,100 % de Tempranillo
Latido de Sara,Garnacha Blanca 2020,2020,"3,8",224,España / Navarra,"5,49",Vino blanco,Garnacha Blanca
Sierra Cantabria,Crianza 2015,2015,"3,7",1800,España / Rioja,"9,49",Vino tinto,100 % de Tempranillo
Viñátigo,Tintilla 2018,2018,"4,0",85,España / Islas Canarias / Ycoden-Daute-Isora,"19,90",Vino tinto,Tintilia
Celler del Roure,Les Alcusses 2015,2015,"3,7",664,España / Valencia,"9,90",Vino tinto,100 % de Monastrell
Viña Salceda,Rioja Reserva Conde De La Salceda 2017,2017,"4,3",49,España / Rioja,"21,90",Vino tinto,100 % de Tempranillo
Itsasmendi,7 2019,2019,"3,9",147,España / País Vasco,"22,10",Vino blanco,"Riesling, Hondarrabi Zuri"
Marqués de Murrieta,Reserva Rioja (Finca Ygay) 2007,2007,"4,0",4851,España / Rioja,"21,80",Vino tinto,"Garnacha, Tempranillo, Mazuelo"
Gran Albina,Reserva 2009,2009,"3,8",44,España / Rioja,"23,90",Vino tinto,"Tempranillo, Mazuelo, Graciano"
Raimat,Clamor Rosado 2020,2020,"3,7",90,España / Cataluña / Costers del Segre,"5,99",Vino rosado,"Cabernet Sauvignon, Merlot"
Viña Salceda,Rioja Crianza 2018,2018,"3,7",791,España / Rioja,"6,90",Vino tinto,"95 % de Tempranillo, 3 % de Graciano, 2 % de Mazuelo"
Sumarroca,Muscat 2020,2020,"3,8",43,España / Cataluña / Penedès,"8,78",Vino blanco,100 % de Moscatel
Marco Abella,Loidana 2020,2020,"3,9",37,España / Cataluña / Priorato,"13,95",Vino tinto,"Cabernet Sauvignon, Carignan, Garnacha Tinta"
